,username,tweet,cluster
25,00Syd,7 days until I come home to @AgeVitam  I can t wait ,25
147,07xMACx07,Ugh I m tired and I just want to go home   I miss my babies ,25
153,08andcounting,When is my party then   Home from GH to Trinoma to The Block looking for that perfect dress  but still I got home empty handed  ,25
335,0xyg3nxD,im exploring my home xD  back from vacation   Nice to be @ home   ,25
382,101408jcs,AT WORK COUNTING MY HOURS TO GO HOME  I MISS MY LIL MAN,25
447,10ptkt,I don t wanna go home this weekend  Finally a graduate    Fuck yeah  ,25
463,11112006,Sat suckkedd  home frm funeral,25
524,1234alexa,home work ,25
626,1300abby,Woooooooo Home time  Can t wait to see my human boyfriend ,25
875,1994cg,my phone still doesnt work   damm it i want to go home  help me,25
927,19sublime87,Feels good to be home ,25
1112,1_2_ManyTweets,Welcome home a Vietnam Vet just walk on up put out your hand to shake  and say Welcome Home They never got that  #militarymon Welcome home a Vietnam Vet just walk on up put out your hand to shake  say Welcome Home They never got that  #honorvets Welcome home a Vietnam Vet just walk on up put out your hand to shake  and say Welcome Home They never got that  #honorvets Welcome home a Vietnam Vet just walk on up put out your hand to shake  and say Welcome Home They never got that  #honorvets Welcome home a Vietnam Vet just walk on up put out your hand to shake  and say Welcome Home They never got that  #honorvets Welcome home a Vietnam Vet just walk on up put out your hand to shake  and say Welcome Home They never got that  #honorvets Welcome home a Vietnam Vet just walk on up put out your hand to shake  and say Welcome Home They never got that  #honorvets Welcome home a Vietnam Vet  just walk on up put out your hand to shake  and say Welcome Home  They never got that  #militarymon Welcome home a Vietnam Vet  just walk on up put out your hand to shake  and say Welcome Home  They never got that            #militarymon @JeffCaine ok ok Ill go with you for the festival i still miss jerry it isnt the same dead with him gone ,25
1206,1freakofnature,4 hours of work to go  I m so tired    Wanna go home ,25
1246,1lilchick,Should Prob start using this thing   Home with a tooth ache ouch,25
1281,1nOnlyEricaV,it s over         now the long train home ,25
1338,1sabrinam3,i want to go home now  hungry and sleepy  ,25
1499,21Kathy,Back at home 11 hours till work ,25
1641,27pinky,chillin at home my throat hurts     ,25
1668,2Belles,Uhoh    puppy has sick belly   @SapphireSoaps Thanks   I notice you home school  I was home schooled 1 8th grade  ,25
1721,2SharonDee,is trying to navigate around Brooklyn to get home     Sharon       is tired  tired  tired   I want to go home   is excited about MAC cosmetics 25  online sale   Somebody stop me     Sharon      ,25
1796,2eMuz,Lentil and tomatoe soup on the boil      Home made of course ,25
1802,2fast4myself,only 2more hours then home time  traffic   but atleast its home time  yeah     ,25
1904,2sexy2tweet,Well my back is better but now it sticks being home alone on a Friday nite ,25
1905,2shara,looking at it  who is sunshining   Sigh    Rename  on the way home ,25
1945,2xMike4,Is home alone for a week ,25
2016,314to407,i m home after a looooooooong ride back home    Vegas was the shit    back to work 2morrow     Vegas was the shit   ,25
2038,325mel,At home for a bit  then last dance recital of the year this afternoon ,25
2087,366danielle,got home now gonna eat have to shower sooo itchy sunburn ,25
2145,3John,home on a Saturday night     ,25
2234,3boysformom,ugh my mother is coming home  wtf kinda life is this  i need 2 move on my own ,25
2392,3v3tT3,home from church   service was good ,25
