,username,tweet,cluster
17,00Grine,@SadittysAsh  @EMPRESSNESHA I m speakin from a general point    I didn t say its right    ,4
159,08sixteen08,is confused   is not going to Yey today because dad didn t allow me to     My Nadine Cornel Suan Crisanto is my home    ,4
176,09jen,Wish the navy didn t have their ships out for so long ,4
293,0o_mhine_o0,Updating my friendster account  Ahaha   It s been too long that I didn t update it  ,4
477,116tribble,@miagause didn t get to stay long enough   ,4
603,12die4,haha  didn t post in a long time  but i have a new idea  from now on I ll try to post in japanese only for practice ,4
711,142Staircases,@elizawriter1 Hey hey  I actually didn t go to LeakyCon  Dinah did though  My friend Maria was graduating from UC Berkeley this weekend   ,4
797,17shotkidd,Just got done fishing didn t catch shit its 1 16 tired bout to hit da sheets imy my babe     ,4
924,19poise_n_ivy08,@wbmon so i tried to download those links    amp  the 1st didn t work  why is the most appealing stuff so bad for you    iPod just stopped working   fml  @Kaprice7 sad bc nobody wants to go out  ,4
1015,1KrazyKorean,@ChrisHooley what I meant to say why didn t you invite me  @Aggresive hell yea  @camilleramos how did you guess  @xlmelindalx when did earl get his own lounge  @ladylonline peanut butter and banana sandwiches are better  @helenachristina well maybe you will be more responsable next time   @Surferess @MSNMoneystories @dagorret @mostie thanks guys ,4
1032,1ManicButterfly,Trying to make new pages on my website to list new jewelry   can t think straight with the jabbing pain shooting into my eyeball  @TaoGem I hope you didn t take that quote personally   I ve been throwing them out here and there all day guess I shoulda waited a bit  ,4
1171,1crazyblonde,@IrishLad585 no  didn t have breakfast   Guess I have to wait until lunchtime  @IrishLad585 how s that sammich and coffee  ,4
1267,1mirci,I didn t know you were in CT ,4
1295,1nstantclass1c,@post13 nevermind  spoke too soon   Dwight didn t get any rebounds  Where shall I watch the game tomorrow  ,4
1337,1sabeau,So   I am stuck in Jacksonville  NC with car problems  Sorry we didn t make it to Smack and will not make it to Suspension tonight  I detest weaknesses I have no control over  Unlike not being able to control shoe binging  That s not a weakness  My friend s brother committed suicide  My thoughts go to him  sucks ,4
1367,1stlaydie16,go ez on my pic   i didn t have no makeup on  amp  all my nails is broke   i need some calcium in my like @wyclef go ez on my pic   i didn t have no makeup on  amp  all my nails is broke   i need some calcium in my life stood up my ma own BROTHER  ,4
1375,1sweetness76,Sigh   my 4 year old accidently slammed the door on my little parakeet  he was so heart broken saying  I Didn t know  And sobbing too,4
1550,236982,Tricia s party didn t happen  but acht weel  Spent 3 days with Becky  it was so fun       What a good weekend    School damorn though  Never gonna be a harder week than this one  Really not ready for father s day ,4
1711,2NRyann,I had the funniest tweet ever earlier  and it didn t even send  major sad face   @MissESPN19 ohhh gotcha  Well u can check this one out tomorrow at caseys grad party  The best news I ve gotten today  my long lost loved mexican is coming home   It is officially partyyy time   And the birthday shots have begun    I lalalalooove being 21   Happy bday to meeee   Taheezy in the AM  Suuper stoked  it better be nice weather ,4
1724,2TICKLEDPINK,Oh no I just remembered    John s on call this week     Hope we don t get any thunderstorms  Hope Ryans OK                And     GOOOO MEAT       My tweets still broken can t send replies      On call weeks SUCK  He got called into work at 7 30pm didn t get home til midnight had to get up at 5 30am  amp  do it all over again    ,4
1776,2cool_4_School,@henz0 lol I m not up on that yet     And why didn t u   that sucks,4
1985,30dollardate,@tezzitoo Shoulda  coulda     didn t  @benandwine 30 bucks all up  my friend  Needless to say  doesn t usually involve noice wines ,4
2015,314hler,Reason  ours didn t fit up the stairs     Anyone looking for queen size box spring   Great cond   good price ,4
2018,318i,brrrrr   it s wet and windy out there  why can t i come inside   @whysogreen i waved but he didn t see me      ,4
2053,333mm,Just got back from Laughlin NV  had a great time  but didn t win    ,4
2088,36Pounds,@garyvee  Gary  didn t know you sing too  http   bit ly ixeGA   Some guy mixed a song nicely with your voice ,4
2093,38sexpot,@cuddlibunni Glad you like them   your email didn t come through ,4
2210,3adoola,i didn t have enough sleep  something in my nose  deep inside  it s so annoying and it makes me sneeze like hell  and i can t reach it FUCK this shit  i can t understand why eCPM goes down in the middle of the week  any ideas  ,4
2226,3atleetMike,Woke up way to early and didn t sleep well   Don t know why ,4
2233,3boood,Tonight we didn t deserve to be in the world cup in south Africa 2010 ,4
2348,3rdEden,@jdawg Still waiting for a email  from MAX  So i consider no news  bad news  Argh  still didn t receive a session confirmation or denial email for Adobe MAX 2009 aka @adobeted The horror  Why make me wait so long  Hmzz   I m feeling a bit stuck with the new design for @spryit  I need help ,4
2476,45H3R2,@JoelMPeters well he didn t eat any ,4
2592,4ddyluv,@fernandogamit HAHA you guessed correctly  The hoe  jokes  didn t reply back  Plus I was way too excited to wait for her reply ,4
2595,4evaSoCHI,@Willie Day26 Allentown    I didn t knw y all were comin to Allentown    Smh   ,4
2868,5ftnthn,@jenn if er It was ok  I was in recovery mode during most of it thanks to an ovarian cyst that ruptured   Except for that it was great  My baby just called me from camp to let me know she s having fun    I didn t cry  while she was on the phone at least  IT S DRAFT DAY     Yay for basketball talk today     WOOT    WOOT     Boo for being at work and not glued to the tv ,4
2952,630R613,@Panama Dave Crowd didn t laugh that much ,4
