,username,tweet,cluster
62,011283,Bank holiday and only one IPL game   Looks like my second choice team is going out too ,19
244,0halysssa,This rain is going to make me get home later than expected  Real housewives of New Jersey finale  Sensitive teeth  I want to have a dance party like right now and play nothing but ladygaga and britbrit remixed  Anyways  happyhappyhappy ,19
292,0oMiriamo0,@CressFerriera I still like you   and your hair     greetings from europe  302 updates W0000000T  is listening to awesome music and learning chemistry ,19
316,0topcat0,Why is Dog man s best friend   because he knows what it is like getting screwed by a bitch      orignal composition ,19
351,1000yr_Turtle,I have 4 hours of ink on my leg  Now it looks like a diaper  Not tough at all  ,19
416,106fm,I am high like a 17 years old child ,19
486,11Locs,@shesasanga um don t u already have like NINE of my paintings     jk  lemme come finish that 4 u  @shesasanga @Latasha4destiny and @CourtHarkness just showed up  but it still us  could still be a prank  we are all targets  @jazzzyone it doesn t come easy for me  but I try my best  ,19
546,123bluesky1234,im eating these new skittles called skittles confused  they re ok but at least they dont taste like the starburst ones they were horrible  i love nicks voice when he sings  i especially like their new song paranoid  i think he s the only one i would go for and i dunno why,19
590,12_dino_12,@ RaptorGOESrawr  yes i did if i could send pics i would im like bloching cover up on its smal but perfectly clear     lt hmm 1 or 2  gt  damm  i missed the jiz in mi pants song  i just burne mi damb fingerr    i swear 2 god if that dog barks at me 1 more time idk wat ull do  its like a frikin fluffy half shaved anckel biterr  goodnight twitterr  ,19
599,12bnastronaut,Free UK only AdWords Voucher  My own account is too old to use it  No strings attached but i must like your project  And i am veggie  ,19
600,12bobo13,Feels kind of guilty  I missed going to the mall with maggie because I was eating lunch with dad  and I made the plans   feels kind of desperate   I really dont like him   I ll probably feel better in the morning  my computer hasn t been working      lt    haha belly rolls  a new youtube account  probably just originally made videos once I get a camcorder  ,19
616,12stepvalentine,was v  happy with survivor but feels like ass today  ,19
660,13badluck13,@SparklyGlasses wiki  http   en wikipedia org wiki Steampunk shopping is a little iffy  Saw your pic  not like ones I ve seen for sale ,19
680,13nikki,just shot some spider killer spray at a freakin  huge spider    it dropped like a rock but now i can t find it     ,19
702,13wildangel,13wildangel @DarkAngelRafael You sound like ur feeling better  I m happy4 that  Sweet dreams ,19
755,15negra,@MAKAEL86 for me is 22 days can t wait    Well I m not front row like you   @jessiclesftw for me of course  @Xclusivity haha both ,19
831,18percentgrey,@Liney Liney  I miss VHS tapes   sure they re ugly  but the ones I have from 25 years ago still work   cant say same of some 5yo dvds   @Armano perhaps just a bug   I just got pitched by a real estate bot via @ reply    somethin weird happened tonight  re follow unfollow @BlondeByDesign  BIG HUGS   let go whenever you so choose    I love giving and receiving this kind of hug in physical reality    @HawaiiRealty if I could purr  I would    this man is off 2 dream of pristine waterfalls  amp  other visions of a ina now   thanks  amp  rest well @LifeofDreams   I m so stoked to hear about it   @msbellows will DM email address and will gladly entertain discourse on such aforementioned tweet   @natashawescoat ha   I get confused by that occasionally too    mchammer isn t following me  though   neither are you   hehe   hallo   @TheSCICoach emailing you   but it wasn t yesterday   same difference   past is past  Today is today   Life has been in upheave lately   @sharemefg gaim  nonlinux pidgin IM   has had an irc plugin for years   did they port that code   twitter   exciting  adium s a bit heavy @snipeyhead just two days ago I read the linux windows      quot is like a house quot  joke to a few people   timeless    @MsLiberty and that wasn t intentionally redundant  this tea is distractingly amazing   @ShellyKramer ah  GG  I do kinda like Hangar 1 Vodka  but again  brown bev 4 me  Bourbon  Single Malt Scotch  Rum  Irish Whiskey   @MsLiberty  chortle  just bein  me   Thank you kindly  however    @ringorang huh   Linux hates flash   support is there  but doesn t work really too well for me   Maybe someday I ll play again   Thanks  @djsamhouse I didn t feel like forcing it   always been that way with photos  happens naturally or it doesnt   good4 you tho  nice snap  @BlondeByDesign maybe he d go for a bottle of wine and a dinner outdoors  haha  let us know what happens   @BLACKRHOMBUS you are welcome  do you want to co tweet with me via live vibrantly   I ll push out some more #followfriday as I go    @jeffpulver do what @JohnathanGunson does  just start broadcasting yourself      Nice to see you pop up here Jeff   Been a while  Does anyone here feel they ve been reincarnated  May seem like a strange question  but only answer if this resonates with you    Thanks  sometimes having high quality headphones sucks    a bunch of older mp3 s sound like they re stuck bouncing around a hollow tin box  haha  @BiOH4ALLjk I say daddy carg playfully since it is the parent company and all  ja    if I m remembering correctly     @kaiwryn heheheh cool    PS  anybody cool ever move into my old place    I think I found it on craigslist a few weeks ago   ha @myrrh it is   it is    surprised i never met you while i was living in liz s building over a 5 yr period     following here now tho  @MediaMavenMyrna grin   thanks again   reading plate is full right now  perhaps eventually    @TheSCICoach and if he were made in leave form  he d be an uplifting tea  How appropriate   @drval most people distrust doctors likely because the dr patient knowledge pharma dynamic is in need of retrofit  hard 2 say in 140   @planethealer   love light and hugs to you too     @billso 2 4 oz rum     pomegranite passion fruit juice   3 4oz  simple syrup 1 2 1oz  add ice  fill with soda water  THAT is tasty   @vaxen var I completely have a long standing  interest in audio production    that s the next step     @CMajor huh   Thanks   I ll have to check in with the peeps I know there  they may have animated it   I cry@ movies too tis quite okay   Goodnight Twittizens  I m off to go astrally project   See you perhaps  on the other side    @doodlebugthug not sure when I m camping just yet but a trip to Joshua Tree or death valley is in the works     @ShellyKramer Cadillac Chris is a true GRILL MASTER  isn t he  @breakzqueen @xmasons @taramonster  @HawaiiRealty Thanks Kelly   I m happy with it  It should be here a while  get used to it      @kaiwryn feel free to ring me if you want or need any advice   always a phonecall away  old neighbor  everyone is a something  a someone  with something to give the world  amp  to receive someone else s something  s   @LifeofDreams I m thinking Tai Chi is ALWAYS a good idea   Pair it with Qi Gong    @bbum   how ya like to sautee yours bud   @PetaEdwards heheh nice  love a proper salad    just tweeted the finished plate  ave a lookse  @svrgn nation heh   at first I saw your is following email come in and I thoight   oh egads  like the mandrake mechanism   howdy   @KyNamDoan thank you kindly  Ky  How you DO     @KyNamDoan see if you can get the attention of someone in charge  its  ruining my adding of people user experience  and others   ni ni  @LifeofDreams cool  qi gong and tai chi will serve you well  I feel   ps  when do you want to celebrate your success in landing the job  @ShellyKramer teehee  gladly share a beer if I was within range   hat style would you go for at the moment  I could use a Belgian Saison   @zbowling yeah  everything now spellchecks but it doesn t account for adaptive lexography  so I see red everywhere  almost always   @snipeyhead lools like they tried to be useful  but yeah  I m pretty tolerant and accepting   thanks  heh   @arektara Cool   I loved going to Power to the Peaceful  and Spearhead is a wonderful act    Will be there in spirit  as in LA these days @KatieLynBranson Thank you for that Katie   sleep gloriously  @Humdy neat  I plan on rolling some thin film solar cells in the next few months    my 1st gennie has an 85AH deep cycle marine batt  test @pokeyasd I m twittering in the rain   I do like my phone working  but more or less splash resistant  in SF we rode in the rain a lot  Tequila Clase Azul   One of my very favorites   Tasty and not cheap   Reposado  Hand painted Clay Bottle    http   twitpic com 7ixzb,19
845,1960_2009,heard  quot le eme quot  put outta greenlight on HP  due to a member killing a pregnant Avenues chica thats fucked up anyway u look at it   wow  Barrio azteca  damn  theyre like salvatrucha  bloody animals  its sad there r people that enjoy killing that much just walkin around  fuck yea  back to the OG nuggs  much better smokie smoke  I m sick and I want to sleep after this  I guess no starbucks afterall    @ingrid menezes Beware   those Joss Whedon songs will get stuck in your head like chewing gum   Tried a new collective today  poster instead of free j  sparse menu but cheap  amp  does the trick  Plus poster ll be incentive 4 my babies  ,19
846,1960kiwi,@Petiethecat They look like they have sharp teeth  and they iz big  I is a fraidy cat    if they bite  I ll scream  ,19
923,19musicgirl96,I feel like going out   But my frnds are busy     it s windy outside so i can t bike   and everything is boring  Great start of the summer at home and can t be bothered to go to the thing with our frnds today  Im too tired This is a sucky start of a summer break  hope it gets better it s like winter here watching  quot The world trade center quot   the movie  Im worried it will make me cry  ok so the building just collapsed  Saaad   woow I can t believe this actually happened  Sooo Sad @WillSmith95 The other one got like a virus  Aww I m losing followers ,19
967,1Dazza1,Awkward and uniqe night at the pub  Redstar showed up  thought I would never see her again  I think I m happy  Will miss her  @TaliaRusso not sure why  Maybe I like your spirit  yah that s it   ,19
987,1GabbyAbbey,der your bed  Feeling like a flu is coming my way  looks like a vitamin C run to the grocery store,19
1026,1MCyrusfan,@mileycyrus What do you do when you like a girl but are afrad to ask them out  I ve never had a girlfriend yet ,19
1134,1andamillion,@Aceblack Yeah iii did partied like a damn rock star  ima post pic of me all dolled up   @TeeRibbzz U need 2 have sum body down so u can sleep like a baby   OK IM REALLY OUT  I REFUSED 2 B U ALL MORNING ON TWITTER  TIL NEXT TIME   @TOYINK TRUST IT WOULD B THE BEST U HAD SO FAR  HANDS DOWN  PROMISE  ,19
1176,1d3cw,@thedomesticdiva   I like it   Might have to copy it ,19
1245,1lessjob,@3r1cag nope  haven t seen any new pennies  found or otherwise  @DonnaMMiller cat s are sneaky like that ,19
1288,1ndigoBlue,Peoples always say I look like u   I hope its a comploment to u cuz ur gorgeous     And me of course hehehe ,19
