,username,tweet,cluster
8,007_Chris_007,At work going mental this morning  Somebody help me   Only 7 hours to go  Nearlly finished my shift  Thank god had enough of people losing stuff  But in all weekend so not good  Today was not a good day  Apart from killing little bird had a row with a bloke who wouldn t read a simple sign  sign said do not knock I am special aren t i    I could give you a nice back rub and see what else comes up after that     Another lovely day and im stuck in work  Oh well off tomorrow so fingers crossed  Had  great weekend with my family  Managed bbq with no rain ,29
28,00blondey00,good luck fuzzy    @ the pool   ,29
41,00mathias,All of a sudden I find myself being really excited over something  No idea what  though  But that s still a good thing  I guess  Alright Helsinki  http   bit ly 2lXjo3  @jakebelder How about that  Scandinavia did good  ,29
102,0401945,have served one person since nine oclock  not good  this recession sucks ,29
283,0nett,@InternetFix not quite    New series and it s good  ,29
349,1000sADS,You Number 1  Become a bigger than your fear  Out grow your fears Whether is always good sometimes closing is not sufficient ,29
356,1001tricks,not in a good mood ,29
367,100kiki,And you have good tasts at last  Unfortunately  these thoughts will continue for more generations to come ,29
373,100pushups,@sswood good luck with the #100pushups   don t make it too painful  no injuries please ,29
403,102megan,@Croc Hunteress Damn Swifts   Was it a good game to watch  Actually  Im sure u ll say yes because u won  haha  How many Roosters will still be Chooks in 2010  Its going to be a v  different team  could be a good thing but I ll miss Fitzy amp Soliola    quot 2002 all over again  quot  Sounds good  ,29
458,1100101,All good Xbox 360 news from E3  but I m bummed that we have to wait until fall for the NXE updates  I NEED new iPhone headphones  The remote doesnt work anymore  Are there any good non In Ear phones that don t make you look like a douche  I m on a Twitter spree  http   tinyurl com 8psbt Here s how Star Wars came to be       quot Ha ha  quot  to the premature PSP Go  reveal  Sony must be up in arms  Also  it looks ugly as hell  @TehGrumpyDude You tried Win7 just now  I figured you d be one of the bleeding edge first beta testers ,29
623,12thnight,Nooooooooooo    I ve no coffee   @linnetwoods Good afternoon    only 6 10am here    Your slice of the world sounds beautiful   ,29
638,135mm,@picsiechick Good enough day for a free hug again  ,29
653,13Rossi13,@Artificialxgirl   its ok  Good effort but i guess my attempt at a @yelyahwilliams bday greeting was an epic fail ,29
