,username,tweet,cluster
86,02jmiller,four days left  im not ready,22
568,123wizard50,in the mall getting ready to take pictures in a mall ,22
716,143Juliana,Miss Tivo in My Room  Getting Ready  Baby still hasn t appeared   Have a good night everyone,22
985,1Franchise1,@amarja87 yea I did  @MissRiNa05 must b nice   guess I don t have a chance  Ready for bowling  Getting out of church  Feeling good  miss my Tampa Fam,22
1027,1MELISSAL,getting ready to go to work  @tak notice aww  i think they like my dougie  @christineokoye i would have accidentally pushed u off the balcony lmao  jk    and ur right we r living the life   VIP guestlist only  ,22
1129,1alien2,is ready to go home  another hour yet ,22
1373,1swEetxThaixGuy,Getting ready 4 work    YA 2day i get 2 put a new head unit in my ride  WOOhoo ,22
1435,2012_grad,Saturday Shopping Turkish  Still in the hotel  Gettung ready to go to the mall ,22
1485,212LJ,getting ready to go sleep   i am dead and have to work at 6am ,22
1549,2348z,Getting ready to crash  prqctice at 6 ,22
1661,29sparrows,Off to get ready for work ,22
1918,2tHeartsDrums,Good Morning    Too excited to get much sleep at all  Getting ready for the airport    I m gonna need some coffee   went glacier hiking today    AMAZING  ,22
1998,310pictures,Getting ready for church tonight  ,22
2022,31Sparkles,Not much  Getting ready for a long day of school  http   tinyurl com cgpg6c   When you find those  dibs on them  ,22
2097,39Rene,Can t believe the weekend is over all ready   Have one extremely crabby baby right now  ,22
2167,3OHChelsea,Getting ready to go to the chorus concert    i miss my wes    ,22
2185,3Wilby,getting ready to go to my Rural exam ,22
2253,3dd28,SOOOOOOOOOOOOOOOOOOOOOO ready to go home  ,22
2291,3lGr1llo,isnt ready for his day off to be over   CricKeT ,22
2445,42195meters,Getting ready to hit the road for about an hour  should be back by 745am  6 hour sleep tonight  Too much caffeine yesterday ,22
2842,5_squared,Getting ready for a long weekend of work  friday Saturday and Sunday ,22
3017,6aby9irl,getting ready to go to Oahu tomorrow     i miss my boyfriend ,22
3210,7polkadots,I m working hard on everything from new kits to getting ready for my roadtrip    @KrazyMary LOL  my daughter just turned 2 and she drives me crazy too   It would help if she would talk though   ,22
3326,87MeLo,Back in jtown   getting ready to watch my pens in the Stanley cup final ,22
3564,9aahh,im tan  yes  getting ready for taylor s going away party  the beach with kelsi and soon to be edicia ,22
3846,ACLT_Mike,is getting ready to go to work    gah   Busy day ,22
3873,ACanadianGirl,at work  ready to start my day   I miss my babies already  What am I going to do without them for 6 days while I m in Vegas  ,22
3878,ACbabyyy,I have to get ready soon  hate work,22
4070,AFrancis713,Awesome night  Plan on doing it over and over again for all the rest of the nights in summer  getting ready to go out for the weekend  yes weekend ,22
4093,AGS455,ready for summer to be here  ,22
4125,AHDesigns,Getting Ready for Work ,22
4342,AKM42,getting ready for the festivities    kind of a big deal     duh   ps your precious ,22
4514,AList09,Cursing the unknown person who caused me to change my cell #  Nothing but unsolicited recordings all day long   ever since I changed it   Getting ready for another fun night   So many awesome girls arriving today   yay   ,22
4536,AMANDAAAAAA,getting ready to babysit ,22
4591,AMKeith85,Getting ready to go to bed  One more day of  Work and I have a day off  Yay  Getting ready to go to work  I have a day off tomorrow  Yay  @TamiLNorman I would rather wipe a s all day then kiss it ,22
4726,ANGELGRRL03,Got my A in chem yay    I really don t want to get ready for work now ,22
4747,ANN3L,i think i am finally ready for the next chapter of my life ,22
4860,AQHA,#quarterfest Getting ready for last day of QF   Bah      I haven t seen all the clinics I want yet,22
4938,ARiveraaa,Watching The Brothers  getting ready for some mother   daughter time   MOVIES  amp  DINNER ,22
5020,ASR25,finally up and ready   headed to brunch ,22
5053,ASeeley08,getting ready for work ,22
5161,AULauren47,Ready to leave work   only 5 hours to go ,22
5425,A_mAsEy,just played rock band  now getting getting ready to go to the lake with the girlsssssssss  Out for ashleys 22nd tonight ,22
5594,AaronVonRaschke,Back in humid Hawaii  ready to get back to business  By getting back to business I mean go on another vacation  ,22
5641,Aaronzo,Has just finished work  now getting ready for the gym ,22
5659,Aatmore77,Getting ready for work    ,22
5723,AbbeyRemington,its so weird that im getting ready for work and its only 3 AM back at home   first day of work in London   exhausted   just laying around for a little ,22
5866,AbbysMommy2608,Getting ready for our BBQ  hoping it doesn t poor too much today  @peterfacinelli can t say you look like corey haims   maybe the hair   Great movie though  ,22
6175,Acaitough,is already tired of this Texas heat  Very  very ready for winter ,22
6182,AcceberSerrot,I want to go swimming     my pool isn t ready yet  ,22
6748,Adelaide10,Ugh  have to get up get ready for a long day  No sleeping in ,22
6959,Adreanmarie,getting ready for work  I hate working the weekends I always miss the fun ,22
7271,Aeryn73,getting ready to leave for work ,22
7649,Ahrae85,Gettin ready to head out    So hyped its ridiculous ,22
7868,Aimeemaaae,getting ready ,22
8538,Albert_G,getting ready for my brothers confirmation     time 2 party ,22
8605,AleCastroM,woke up at 730 to get rush tkts for @n2nbroadway    didnt get them   r u kidding me   im just sad   getting ready for brunch w my friend at nyc    then going home     ,22
8607,AleDames,Some Peace  Ready to Sing  ,22
8647,AleckzThrasher,how does getting food take five hours  ,22
8654,Alee93,Getting ready to leave Vegas    ,22
8699,Alejandra222,The secret of getting ahead is getting started ,22
8752,Alenka1216,Not ready to go back to work tomorrow ,22
8836,AlexBandtock,is gettin ready for a party ,22
8893,AlexDhaGreat,qeddin ready   cant wait to see my lovers ,22
9011,AlexNunn,Getting ready to start the commodity market code   ,22
9029,AlexR9999,getting ready to go to work ,22
9606,AliLove5,getting ready to go to my dads ,22
9862,AliciaBeezy,@rickyzzz damn that sucks  At Harry s getting ready to go play beer pong ,22
9941,AlicjaD,getting ready for a long day at work    ,22
10382,AlleyMorgan,is calling it a day  Ready to see my love  Not liking being without him this long  All this worry is starting to get to me  is watching Made of Honor and missing my MOH  I am ready to see her again real soon ,22
10672,Allurexoxo,so bored     I miss my sissy  this summer is going to be the worst    lt 3 shopping went well  getting ready now  lt 3,22
10773,Allyleelee,last day of my vacation    getting ready  amp  headin to the gym for a great workout ,22
10808,Allyx33,getting ready  heading to CT with mark  then boston tomorrow  WOO MDW   @david garrett you did an amazing job  you re an amazing talent    ,22
10832,Almaabby,Getting ready  ,22
10861,AlmostFlawLess2,getting ready for bed so i can tackle day 1 of my usual summer job     LUCKY i actually LIKE kids LOL ,22
11035,Altruistik,bedford the younger has arrived  getting the family face ready  ready  set     HELLO EVERYONE ,22
11152,AlyMew,Getting ready with makeup and my dress attire for the shoot   DNA Finnish phone cell company  It starts @ 6 50pm in the city ,22
11196,Alydahl,Getting ready to take the kids to Maplewood farms  getting the carrots ready to feed the bunnies ,22
11404,AlyxR,had a run and ready to face the day  starting with lunch ,22
11430,AmLovesLife,Just left the aquarium with @Cadros  amp  @kristiti  getting ready for the Laker game ,22
11995,Amaya_A,@jordanknight I m ready  i  m always ready  but i  m in Spain ,22
12083,AmberBrooke17,getting ready to clean up my room  that s going to be fun haha ,22
12330,Ambris2011,Well getting ready to go to campmeeting      blah  I don t want to deal with people right now     wonder if they will notice my hair ,22
12366,Amdrennan,@krisalderson wish I could come to your fanevent in August kristen  But I ll be getting ready for my 1st year of college in NC instead   @saraxkathleen I miss Caswell   is loving how much she got to sleep in today   Getting ready for church now  @JimmyWayne the concert was great  Jimmy  You should check out the Gaston Gazette online  There s already an article about the show  ,22
12861,AmyCowOy,Is having the most blastedly boring sunday it has ever been her displeasure to have     she hasnt even got ready yet  bad times ,22
13218,Amyj1992,Waheyy all ready to go on holidayy ,22
13243,Amym32106,havent even gone to work yet and am already ready to come back home ,22
13326,AnDerDuessel,twenty to one in the afternoon and just getting ready to hop into the shower   ah  i love saturdays  hi to my new follower molly ,22
13522,Anaheisplace,I was a sleep sleep  Now getting ready for the job ,22
13772,Andifines,I m getting ready to go to church   Andi,22
14070,Andrestwoo,Grounded  just woke up and im getting ready for school  its a very happy day ,22
14190,AndrewNorrie58,it s unbelievable how quickly life changes with a phone call  Getting ready to take kids to the farm  PTL my car is back on the road and it was fixed for free ,22
14392,AndyFongsta,Ugh Final Exam today    Ready for my Summer to start  ,22
14402,AndyHenry,I have a full room of students ready for a few days of training  a bagel and a coffee   so the day is good to start   @RashelleReid Paisley s a little too far for me   331 miles  Have fun though  Sundays are nice but I seem to end up getting ready for Monday   I don t do that during the week so I wonder why Suday makes it happen ,22
14823,AngelaLMiller,i m getting ready for my photo shoot tomorrow  It should be fun  but I m pretty bored right now ,22
14845,AngelaNocita,Soon going to the gym  getting summer ready    still tired of being without a phone   ,22
14969,AngelicaMucci,Getting ready for work  I seriously don t want to go today  I m so tired  ,22
15192,AngieJaco,Headache  I  Am  So  Fucking  Sick      I wanna dieeeeeee Im congested  And have nothind to do tonight   Finally got what I wanted  Lets just hope I dont screw it up again getting ready to go outt ,22
15226,Angie_323,Has a huge Headache and it won t go away  mannn this sucksss  Getting ready for bed   Yayyyyy it s Friday    nightttt @Torrezradio  And I also wanna see Land of the Lost  @JadenSolo           that movie ,22
15479,Anish_Sana,everyone getting ready to go for the IPL match  take me with  ,22
15813,AnnaMJ137,I am not ready to study Microbiology for 13 hrs       but I have to ,22
15855,AnnaRay,Getting ready to go wedding dress shopping with my cousin Cassie   for her ,22
15860,AnnaRikki,getting ready to go out w  jeremy   but i feel fat ,22
15967,Annabell83,I am getting ready to go to the library and study for this test in Cell Biology  Woe is me ,22
16024,AnnasMomma31,gettin ready to go to Indy  another road trip for Anna  ,22
16232,Annickk,getting ready for school     going to cabane a sucre ,22
16243,Annie9x,I couldn t sleep   I had a headache and like a dummy took excedrine at 12am     I have to start getting ready for work in an hour  WAAA  ,22
16262,AnnieDostie,@Carolane x Let s Go Caro   Let s Go   You re so perfect  you will be ready ,22
16373,AnnikaReker,getting ready for my holiday trip to denmark  wohoooooo    gonna take a shower and enjoy the sun    gonna have a great time bowling afterwards ,22
16425,Annville,Last piece of work done and ready to be handed in tomorrow   can t believe how quickly 3 years have gone    ,22
16635,AnthonyWare,I m just eating lunch  Its one of those Fridays    Beer 30 will be enjoyed this evening  Ready for an afternoon nap ,22
16705,AntmDrea,At work talking to @Mocha2badd  getting ready to go visit my step dad in the hospital  what a way to spend a lunch break ,22
16783,AntsEileen,get ready for the gym ,22
17085,ApplesnFeathers,Didn t get to really take a nap  so i ll have to take a nap when I get home in the morning b4 going to PS   LAME finally got some sleep  Hallelujah  Now getting ready for work ,22
17304,AracelyB,getting ready to straighten my hair  might buy my warped tour 09 ticket today  so excited ,22
17389,Archangel_416,Getting ready for my daughter Valkyrie s 1st year of school and hoping i didn t forget anything ,22
17639,ArielDawn, Eatin breakfast  gettin ready  then off to church   Hmm  Bowling sounds good  ,22
18145,ArtsyMiranda,Slowly getting ready for my trip to Michigan  ,22
18343,AshDuke12,getting ready to go see Nickleback  Seether  and Saving Abel ,22
18530,AsheeTrain,Getting pizza and watching movies ,22
18595,Ashika_Sunshine,@hdtheagency I m ready for my shoot ,22
18761,Ashley2772,Back from soccer already  Aidan is too sick   @Mrsdaughtry accomplishment 4 2day  getting everyone ready 4 church   small thing  but good 4 this house   Happy Mother s Day to all the lovely mothers out there  ,22
18837,AshleyCorr,getting ready for work   woot  not fair my dog gets to sun bath in the back yard while i have to work grrr wanna trade lives ,22
18838,AshleyCross,baaaaaaaaaah   tired and dont wanna be awake right now     getting ready for work then sitting in the mall until 4pm  UGH    why is the whammy bar broken on my guitar  ,22
18846,AshleyDawnO4,Happy Hump Day   Too bad it isn t Friday     So ready for the weekend with my LOVEEEE  Is already ready to go home   ,22
18902,AshleyJade29,ready to get this work weekend over with   ,22
18906,AshleyJanel,I m getting ready to watch Up with my little brother  I m excited   It s time for bed  WOOP  ,22
19091,AshleyXD,laying down listening to music  @andrewisamazing thank you sooo much    getting ready for the party  at the party   fun fun  having so much fun    watching tv with justin ,22
19164,AshleyfrigginB,Just had Ammie over   Now getting ready for Kelly to stop by ,22
