,username,tweet,cluster
114,05Becky,@theellenshow @pink Damn  Why do I have to have a daytime job  I guess Ill have to watch the show on youtube   My kick back was fun    was faded all night but not to the point of being sick   took shots yesterday to deal with some annoying people,43
145,07mferri,worst    case    of    hiccups    ever    damn carrots  ,43
397,1026travito,Bitches    WTF  how u gone turn the AC off and not warn a nygga  In the this bitch bout to have a heat stroke   Why the fuck this chick got 14 missed calls on my phone from her back to back at 430am     Damn yeen my woman  u crazy mufucka   baq2sleep OMG  and lame ass Birdman  Swear my IQ drops everytime i hear that nigga spit something  Smmfh  Lol ,43
611,12kill_will,HOME ALONE  Woop  woop  Then I was shuffled a sad song  now I m depressed  Damn you iTunes  Oh yeah  Can t believe I forgot  EXAMS ARE OVER  brap  brap  Gotta do work for 6th Form now tho ,43
703,13xforever,I hate gardening  plans for today  relocation of BIG pile of poo  I wonder how partents could actually LIKE it   Damn you  Sony  First  Final Fantasy  now Metal Gear    I can t express how deep you hurting your fans by letting such things to happen ,43
761,164exist,Have 2 damn exams  sleepy ,43
941,1BAMBi,@4evaKD damn got 2 be event 4 me 2 come see u   @williedonut  miss u calling me little lady,43
961,1ConceitedChick,@NEEDISAYMORE09 Damn  ok  I think Im gonna make me a list too lol I been accomplishing a lot of my personal goals so far,43
993,1HOLLYWOODKAT,@keisopendoors i dont do much negative talkn    its either postive talk   or str8 violence    damn gift and curse  ,43
1186,1donnakebabpls,is going back to work in 3 weeks  troi oi  see what i do for a damn car  shower time  then off to study    gonna be one long shower   ,43
1195,1eyedmonkey,Damn it  I m so lonely  ,43
1419,2004cj,I wacthed the game i am from south africa you go brazil for the usa damn disapointing guys ,43
1628,26c4u,yay i see @PrincessSuperC awwwww damn it s about to be on  @JoWork oh  she gon com back again         AND YO  AZZ BETTA MAKE A VID ABOUT YO  PROM BOY ,43
1756,2big4daCity,damn   i failed the fuck out that test    got to stop all the partys ,43
1763,2bluntcc,On to another dealership  Not much of a selection   What s going on with the Obama Health policy he s trying to impose  Damn maybe becoming a nurse might not be the best thing     Okay sniffles went away but still not feeling 100   gotta suck it up since I can t do shit about or leave home  Grrrr  got my ipod in for the 1 1 2 hr left of my work day  YaY  Its George Strait right now  Damn I ddnt jump on getting tix for his concert  All u hear for Fathers Day is how great everyone else s dad Is so great  eh  Just woke  Ahhhhh feeling great   Had not been able to sleep in like that in months    Baby had to go to work  Making my mula  lol,43
2011,31337cat,lol i have not tweeted and a damn long time  ,43
