,username,tweet,cluster
34,00joe00,trying to work out how to add people by email   because only got one follwer lol ,45
82,022094,I just restarted the laptop and I m trying out twitter  Hehehe  ,45
165,098jason,ermmm im sat here trying to find out how to use this twitter    lol  ,45
243,0h_sweetheart,checking out the Disney World website trying to figure out what i want to do when i m there   yay ,45
328,0xRaex0,Trying to save money for an iPod touch  ,45
369,100percentaki,Trying to keep my keys open  I m sooo sleepy  And I have another sinus headache to boot  ,45
559,123joshyy,trying to do revision  but nothing s going in  I hate sunday s ,45
767,16Nathan1993,im trying to find some people but not sure how to ,45
944,1BRY,is trying to plan his next little trip ,45
1018,1LKO,Still on the big quest trying to locate my bag  bringgg back o bringg back  bring back my baggie to meeeee  8 ,45
1127,1aecarter,@NiqSpeaks I m trying to limit my addictions nowadays so I think Ill just be an occasional twitter   er   for now ,45
1164,1callub00ger,Trying to sleep     but somehow I just think of Jason ,45
1187,1drummad,trying to update my iphone but it wont work      help   S,45
1243,1ladygemini,Still trying to get use to the taste of oatmeal    Yuck  My trainer would be so proud     Its worth it for a bangin body ,45
1590,24dudi,trying to study for my IB exams  ,45
1679,2DMV4U,Picture Perfect Day on the East Coast  Trying to get to a normal schedule in time for in laws to come for a long visit next week  ,45
1737,2abovebirdie,still in hawaii    still playing golf    still enjoying life    still thank God everyday   still love my wife  still trying to have a kid ,45
2035,323finest,Trying on some cute dresses for my sweet 16 hope youall come ,45
2058,33L,@snursalim now i m stuck at hayam wuruk    trying to find sumthing to eat  still hav d headache though ,45
2081,365JBFan,JONAS BROTHERS  LINES  VINES AND TRYING TIMES COME OUT TOMORROW   GO GET IT     lt 3,45
2365,3riza,@chrissiea trying for FUN  are you insane   i have to ,45
2872,5h3a,Lines  Vines  and Trying Times TODAY        ,45
2965,65fstbk,I m trying to conform to DOT to avoid another ticket ,45
3044,6myth,still trying to nail this intro  5yrs in the making  http   bit ly K8Udt,45
3173,7angofragger,yeha i broke their page    damit    im trying to fix it how    hope you dont bank with communityfirstandtrust  At court ,45
3289,831452,trying to learn this ,45
3446,8zoe,I m trying to find a reason to smile    oh yah I m still alive    ,45
3498,93octane,I just spent five minutes trying to find where my facebook groups were  ,45
3604,9wicked9s,Trying to stay awake  even though sickness makes me want to sleep   Too much sleep is bad for this old body  ,45
3717,ABBAlove,Trying to sort out my spazed out hair  ,45
3906,ACrystalBall,Had fun at the roxy last night still trying to recover ,45
3914,AD420,trying to keep my head up  but feeling so incomplete  ,45
3967,ADRideau,is not feeling well    trying to bounce back  ,45
4050,AFTBMusic,Just finished practice    we are trying to figure out what songs to play for a 45 min set    so many good ones to choose from ,45
4112,AGirlnameBobbie,what I meant was is it true that its going to happen that u won t be able to look @ tweets if ur not following that person    lol   All I can find are celebrities none of my friends tweet   sighs  excuse me I mean twitter to previous post  Still learning the lingo any advice please let me know I m still trying to figure this out,45
4140,AH_x,laying in bed trying to find someone to go shopping with ,45
4219,AJGoodyo,@insatiable fix  I was trying to get the little one some pancakes for breakfast after church but it was lunch time  Yuck   O   Be glad you FYI  Tea cures some head aches      Yay ,45
4388,ALAWOOTS,trying to decide what to have for dinner   leaning toward chinese  yum ,45
