,username,tweet,cluster
213,0_emma_0,sat round my mams house with Aimee ,33
235,0dysseus,@fruityalexia u can t imagine how jealous I am of you right now  p I wish I had a fire place at my house  @durx unfortunately  alot of things are expensive nowadays ,33
257,0kat0,@Fuzzie 74 So was ours  Sleeping in the same house as the devil count   4 ,33
262,0liviaa,i wish i was a senior  i want a cookie  blehhh i feel poopie  i have a fever and my whole body hurtssss   FML kaylas dog ate the rest of my sub  and then took a crap in the house megan dropped my ipod at the beach so now theres sand in my headphones and it sounds poopie  @haylenothaley i m seriously about to go get them since scotty broke my pencil  @car manp but it cant be i just found my paperrr  yayyy runs house is coming back    awww even tho i dislike harry potter  i loveloveloveloveee his accent ,33
272,0milediet,@Rheum4Growth That recipe is on the house ,33
426,10MinuteWriter,Definition  Bliss  When husband takes all five kids with him for weekly shopping trip to Costco  House is quiet                 ,33
441,10giggles92,My mom said that if the house isn t spotless by next week  i can t go on the ultimate adventure ,33
521,12345mike2,cool  i also got guitar hero world tour aswell  so if you want to go on the drums somtimes around my house  i would be glad  hehe x,33
558,123jenmarie123,around my house  talking to jay     bed at some pointt  then outt with people tomorrow  ,33
629,1314179,I miss the chai latte from Expresso House ,33
764,16GK,I was riding over to my neighbor s house on my skateboard and I fell  I have a cut lip  bruised chin and a scraped hand  Mom fixed me up  ,33
1105,1Willow234,Sleepin over @ a buddy s house 2night so i cant twitter ,33
1142,1babegurl,The Lakers need to protect their House     Go Lakers can you tell i m excited about this ,33
1300,1ofTheVamps97,drivin to my moms house ,33
1729,2That_Dude5,this is why i wish i had a house  i just had to tell zach that he couldnt have a free black lab  It feels like my esophagus is on fire so bad it woke me up from a dead sleep  @shanonlee not much just watching a human hurricane named zach wreck my house ,33
2073,360North,@freeryan I hope where ever you end up is pink   that house rocked and Basin won t be the same without it  ,33
2156,3M1L9,new house yea ,33
2203,3_iBITE,Badly injured my Knee s  In agony  It may be another knee opperation for me which means no Scotland   @bouncer19 yeah  im staying at grans house ,33
2513,4EverInABind,@hnrxmcrlover I m at my dads next weekend     This kid just came by my house and asked me if i needed my lawn mowed  I said no and now i feel bad  #dfizzy @ We ArE bRoKeN  No  that can t happen  we re soooo close     my phone s like dead      Omg the house is horrible  I took plenty of pics  Just knowing my cousins went through a tornado makes me wanna cry   @dfizzy took down the UMAD vid  i loved that one @hnrxmcrlover Josh pate   destiny s old boyfriend s little brother  He s so cute lol  Poor kid  #sadsaturday i have to work all day  @hnrxmcrlover I m getting it cut to my shoulders tomorrow  @ We ArE bRoKeN   50 is fine for me  pick it up tomorrow ,33
2544,4RandiJo,ah my sholder hurts    goin to miqs house next weekend   woohoo we gonna partay       ,33
2643,4jubilee,i m very sad to have to leave my house  cant i just have it in a slightly smaller version ,33
2828,5SKA,Moving to a smaller house  down the street   Goodbye home ,33
3167,7_days,wooh so House  Stacy was in The Day After Tomorrow  wow my The Pianist DVD is still working ,33
3257,80hat,Ezt most olvastam  Every time you touch yourself  a kitten die   ATi In the House ,33
3358,89mama23,Clean house or go ride the 4 wheeler  Hmmmm   gonna be a nervous wreck until I hear from Kenny  Hit em once for Mama  ,33
3383,8TrackProductio,Construction going on at the house   New WIndows being put in   Flashbacks of FRSTeam are happening   Not good   All ready need alcohol  ,33
3440,8thelement,@robsmada And we couldn t come    lol  about to go in the house and read this catalog  ,33
