,username,tweet,cluster
151,08HD_DynaSGC,@absolutspacegrl Sorry about the scrub  @genejm29 Sorry to hear that  Gene   @moonrangerlaura Sorry for the loss of your friend  ,10
207,0Solyce0,Sorry  Liam  I have to take ya off my list  You re spammmmming me  Ah ha ha ha  You ll never know anyway ,10
295,0ojulzee,@adimike55 Sorry    I hadn t planned on going w out you  I ll go see it with you though  I think it s the most depressing Pixar movie ,10
299,0p3nd1sg1ft,@AfrikanBella yea im sorry i cant text ya anymore i cant text canada area code it cost money cuz i had a bill that was 600 again ,10
321,0whole1,@TRconnie @julie 333 Sorry for extraneous include   So very GOP of me  More to the point  why couldn t they have been real  ,10
354,1001cranes,@thelemic oh  that  bites  I m sorry bb ,10
408,1045CHUMFM,@carefree28 Yes  sorry  Next pair of tkts tomorrow morning at 7 10    Fav @TDOT Blockette Hmm  good question    tomorrow morn  that s all they ve told us  Sorry    Fav @starbucksapron  They are most definitely                not   I feel your pain    OMG   we are so close to 1 000 followers   COME ON     @pinkplaidcat  Thanks so much for listening    @nicole0415  Keep trying   Persistence pays off   Good luck Nicole   New Kids tickets   minutes away   Call 870 1045 when @NKOTB tells you to   Caller 25 wins   instantly   I heart @DonnieWahlberg   Pina  Y all ready for more NKOTB tickets      Pina ,10
502,11shelly11,H O W DO YOU direct message and i got that song dont trust me stuck in my head lol  i miss jakesoo bad  woah   overload  sorry   ,10
578,1284forever,Feeling quite sorry for England cricket team at the moment  They did not have a great game yesterday Picture uploading not going tooo well  The pain in my foot is all I can think about  Just wacked the computer screen by accident and now my knuckles hurt  Yesterday totally felt like Friday so now I m lost  Think I spent the whole night on my thumb cause it really aches today ,10
684,13rian011,@FloofyTWW sorry i can t go but there is no way i would have time for it  13R @   ,10
1070,1RebeccaMB,@mikebailey01 hahaha    Sorry  ,10
1071,1RedDiamond,@msedith88 sorry babes   @marcilyn411 could be used interchangably but its actually kind of old and not to mention tacky  NEVER use it  thanks  ,10
1163,1butterfly24,@Mykeyz aaww  sorry to hear that  Hope it gets better soon sweetie ,10
1238,1jonmuir,@ladytrottwood     susan  sorry I don t follow basketball  but what is the standing with the Lakers  It so sucks  my car broke down last night going to work  just made it to the parking lot  but now I have to get it towed to repair shop  @imcute519 not sure if that s a good traight or bad  I wish I was more assertive sometimes  but then I see people who are overly that way ,10
1412,1withnature,SNL Where The F was Jimmy Fallon  #htf @thebeadedpillow thanks  Sorry to hear about your dog Nikky  @melonblind it s been really beautiful here hope some comes your way  Sorry to hear about your bad back  Hope it gets better soon ,10
1448,20ChloeT,McFLY was awsome last night their da best feel soooo sorry for u stacey u dint get to go beki as well ,10
1536,22gardenstreet,@daniellellanes sorry    it s just Eddie Vedder   my husband pshaw ed when I said it ,10
1586,24Lakers7,@LakerGirl626 Sorry I missed your tweet     bad me   88    That s my twitter value    syff  smh   I am so way behind  Alright Laker Family    Great win tonight    You guys totally ROCK     Tweet y all later  GO LAKERS ,10
1758,2birds1blog,sorry @sugarsnap  we re on bolt bus ,10
1823,2icarly3,H1N1 Flu was confirmed in my state   @JeepersMedia I am sorry to hear that you got sick  ,10
1892,2pt5RS,@Polexia80 Sorry to read that you aren t feeling well  ,10
1923,2thfairy76,Should be at my cousins wedding today  Mark has to work all day now  poop  Watching #Flushed Away with the boys  Too cold and windy to go out  Brr    No mclovin today  were about 10Mins too early  Sorry folks  Sore mouth  ut is only Wednesday and feels like it should be Friday  Kayakking on Saturday with my sisters for fathers day  can t wait @peterfacinelli sorry  i m trying to help as much as I can  but my twit count is only at 214 thous  Twitter   broken sorting and pricing stuff for the yard sale tommorrow  god we have lots of good stuff we never used use   Tons of great baby stuff too  The braces are making me drool  I need a bib  least their not painful anymore  would kill to be able to actually chew food tho ,10
