,username,tweet,cluster
4,001BabyGirl,@ianvisagie Why     Is going to Stone featherbrook tonight  Tis me friends bifday  Need u funky tie though     hmmm  lets call the brother ,23
38,00lie,GIG TONIGHT        Hertford Marquee you should be there  MY BAND ARE AWSOME  Hrm i hope NME read this   i was in there mag this week haha,23
95,03hokie,@bpmarkowitz me too  me drink tonight,23
238,0hB4BY,is going putt putt golf tonight ,23
679,13moons,@truebird That blows  I m sorry   Hope you end up getting some good sleep tonight ,23
963,1Corin13_13,Can t believe how tired I am tonight     good gracious     just started to listen to building 429 s music    i m liking it so far ,23
997,1Heavenly_kiss,Won 20 bucks tonight beatin 3 guys at poker  i love manda  No ma am it s kgb  Text your questions to 542542  Hahah,23
1104,1VoiceInMillion,  watching Flight of the Conchords  happy times for this and tonight ,23
1160,1brandingo,Just finished the last show here in Arkansas   Heading back to LA in a few hours   had a good time @ my birthday party tonight  thanks everyone  had a good time @ my birthday party tonight  thanks everyone ,23
1372,1supermanager,@MsKwiniRene show was tonight and i already gave em away ,23
1451,20K_MILLIONAIRE,for the gays i only made 200 tonight  ANY ONE HAVE A JOB OPENING THAT WILL LET ME MAKE OVER 20K A YEAR I WANT TO MOVE UP TO 25K A YEAR ,23
1597,24lbsofBoost,@JeskaEatsBrains Idk about that but shes sooo mean to me  She makes me cry all the time #3breakupwords @spanishkisses beats me  @Saundraaa Tears  I offer to hook u up with a case  I offer to give you the cd thats been sitting in my laptop bag for like 15 years   @menorahmajora You and I both  @amoebasoup  @TheAliMonster  FTR I  lt 3 U and miss U on the team already  @Irishise Shoes no longer a team member  Ok So I officially have no plans for tonight  #fail Alex says UNLV bar is next weekend     @pirate razz I know right  IDK what to do tonight  #fail,23
1781,2d0pe,@JIGLY UMBAY lol drink a drink for me  I m in the crib on a fridayyy  waaahhh   My boo be back tomorrow but my ace leave tonight   @11wdnick I m in there shawty ,23
1912,2stepz,Last night was fun  Tonight is the wedding    and much socialization  At least I don t have to be a bridesmaid  Just help out  ,23
1924,2timechamp14,Crap  Thunder and lightning  Power blinking  I guess no twittering for me tonight  @REDHEADEDSLUT ,23
2003,311TKE08,Wings needs to get off their asses and earn a huge win tonight    ,23
2166,3OH3princess,has a headache  is going to watch My Bloody Valentine 3D tonight with Rose ,23
2243,3christinee,Work tonight  reaaaaally cant be bothered tbh,23
2249,3daysofjenny,tonight has ended stupendously   free beer and connecting with a new friend   sometimes life is suprising ,23
2401,3x5love,Now i cant find him  Gonna be a sleepless night tonight @lyssiex tears I won t be there for the drama ,23
2418,408Down,@DJKCRAY pic was too blurry  @DJKCRAY Word up  Too bad I can t feel the drunkeness  Love the smell of rain  Totally homesick for the Bay today  Partying it up in Skybox 3 at Perfecto @Rain  http   twitpic com 3l25h Leaving the District  heading to meet my girls on the Strip  Those 20 somethings better be able to keep up with me tonight  @shareemacy @kim8o slice Have fun at  quot prom quot  tonight     @ManyaS Woohoo  You re avatar is back  You have a face again   #Vegas    We are going to have amazing weather this weekend    Feels like April  not June   Sad I had to leave hour early to hang with fam  But I m happy now that I m with them ,23
2446,422foxi,eye doctor appointment tonight       boreddd    can t wait till tomorrow    can t wait till  school is out       i have gymnastics tonight ,23
2449,42971,got off early tonight  Yay  Now all I wanna do is go swimming    I guess that ll be for Monday  ,23
2466,44promotions,Cursor Miner   Slugabed   Cinema Room   Tonight   Electronic Filth Fest ,23
2495,49news,If you have any storm photos  twitpic them  You may see them on tonight s newscast  ,23
2636,4homefind,@BowlMeOverVa  u r welcome   Thankfully  it s cooled down tonight ,23
2814,5FiveBrownEyes,@IamSpectacular hey how is cleveland so far  I would have been there but I had calling hours to attend tonight ,23
2829,5SecondRule,@MtDewMadMan thanks billy  Were gunna miss u tonight  ,23
2891,5milesup,Back to work tonight after 2 weeks off ,23
3026,6degreesshort,I had a great time tonight  ran into a few friends I haven t seen in a good while that made me happy ,23
3120,75UK1,wishing @max17r0n would come over  missing out on a few parties tonight   Suddenly resenting living so far out of town ,23
3171,7amuz,Tonight     Keep it together party s        C mon people  ,23
3236,804shortiie,Gunna have a good day  Shane and danny are coming with me tonight to get my tat  ,23
3259,80sEyeCandy,I m upset I missed HAWTHORNE tonight ,23
3260,80s_Boom,Raving Tonight  ,23
3293,83BabyK,@KenEsquire Who s cooking for you  Im cooking for 1  watchn the bach show HOPELESS ROMANTIC lol And i m counting on Denver to take over tonight ,23
3334,883PTP,tonight has been soooo busy sorry for not updating more ,23
3392,8beatbasic, lt runs and hides gt  I AM NOT haveing a flu vaccination  My last 5 needle experiences have all been traumatic  No dancing for me tonight    Fairly bummed about that  @catfacehorse @swingdag oh I m at workshops tomorrow    Level 2 though  Am not going tonight  Robin williams on svu ,23
3394,8bitJay,Aww  the free Sugar Ray show tonight was cancelled     We had tickets   At least they were free   ,23
3479,92SAMI,Apathetic   @YouLoveJackie Chinese food   On another adventure with Sam   Gonna go watch planes tonight ,23
3518,95jean1801,http   bit ly gsgIe  I miss South Africa and all of it s people so much tonight    ,23
3547,99Maddog10,hav a softball game tonight  yay  i went to the bating cages but they werent working so ya now im tweeting   i mite go on cp now   bye  ,23
3586,9secondquarter,Something was wrong with the new motor  not gonna make the points meet tonight ,23
3592,9thDesignRgmt,Went back to the Vietnamese place tonight  Same dish  completely different taste  Armageddon in chili form  No lemon grass flavor  ,23
3706,AAskeletor,Not drinking   woah what a start   ah  i think its cuz im to apathetic to drink tonight    FUCK this nois got another allnighter man ,23
3765,ABeadles,Tonight is my last night in the restaurant business    And i am just fine with this   It could be possible I laugh a little too hard when I watch Chelsea Handler    ,23
3843,ACJsMom,I love selling Scentsy  It paid for groceries this month  Missing my little Jonny tonight while he is at his Daddy s ,23
3845,ACLAZ92,The only thing I hate about Playoff Pens hockey is how much the tickets are  I wanted to go to a game but there 300  a ticket  Come on Pens    Twitter just fucked up my Backround  Screw you Twitter  I thought we were friends   I cant upload my backround   I give up for tonight  Goodnight Twitters and I ll speak to you all tomorrow during the Pens game  GO PENS    Sick as a mofo  Maybe if I go out I ll feel better  Or maybe a Pens win tonight will make me feel better   @pensblogtweet Haha no   I am pumped  But i ve been in bed all day cause I m sick  Tonight I won t be as quiet  Can t stop thinking about the Pens lose yesterday  Tuesday will be dfferent   TWITTERS  Im on a Computer finally in Greece  It s amazing here  But I miss home  @BleedBlacknGold meee   I have a Penguin wallpaper on the backround on my phone  computer  ps3  ipod touch and on my twitter  Talking to him   lt 3 @fleurydelis lol prob  They had other stuff too  like a big screen tv with crosbys gawjuss face on it ,23
4030,AFA09,Got laidoff tonight  Very unhappy   time for bed ,23
4106,AGirlNamedDevin,Fun time at Nowhere tonight  Thanks V  F  and J for getting me home at a reasonable hour   And E  thx for dinner    always awesome      Thanks for the birthday wishes everyone   It was a great day  ,23
4144,AHensel,@daveyaden waaaaaaaait a minute    you have a show in philly tonight   i only knew about the milkboy coffee one    how sad ,23
