,username,tweet,cluster
24,00Sleepy,@bindermichi they where installed and up to date    but no help against zero day exploits ,21
72,01dale01,Just woke up  What a lovely day  I sadly have to go do carvery at work stuck inside all day   However  oasis gig 2morrow  x Goooooooooooodmorning Viena  haha ko  Oasis the day  But the rain is pouring down  ,21
99,03trentc,got to revise all day what a drag ,21
146,07thking,@Bippy you got all the sources  I m keeping you close  howz your day so far ,21
157,08labend,What a beautiful day at the zoo with the kids   Hakunnah  Matahtah ,21
170,09Mimi,wokin until 9  Shall I go to the north west or not  hmmm    Where has my picture gone   Shattered    Zzzzz  Take each day as it comes ,21
231,0daniellewis0,I m so bored  It s a beautiful day where I am and I m stuck in the house on my own  I think I ll sing to myself  GCSE in 45 minutes  I ll probably rush it and fall asleep till the end  The weather is horrible today    O it s not even 8am yet and the temperature outside is already 15 degrees  Another hot day but I ve got an exam      in her life  She didn t realise how successful she is  But her brother just confirmed she s all good  Wooohoooo nice sunny day but i m going back to sleep it s not even 8am yet  Haha speak to you later twitterers ,21
276,0n3W0n,even good things happen on a rainy day ,21
278,0nati0,good mornin  its a rainy day ,21
303,0ppro,Living on Neurofen for another day  Please go away headache  ,21
525,1234holly1234,went zoo and u sun burnt on my face   omg i got sunburnt on my face again when doing sports day  yesterday  not gd ,21
612,12kla21,hi  godd day eweryone im in a reel good mood to day ,21
624,12thplanet,its a sad day for us all   R I P  Mike Honcho aka Meka One ,21
635,1337sauce,@BigBlacks22s @AlexSanto lol  we go from no chipotle day to chipotle day  Totally fine with that   Lets have the double B s decide a time ,21
824,18aproductions,Last full working day in 18a HQ  ,21
825,18hours,HAd an amazing day with Brittany  Went to the movies  out to eat  shopping  and had sonic shakes ,21
860,1985LUKE,What to do  what to do   hang out with the goats  or the cows     or both  Yeah  how about both  On with my day now ,21
864,1990JoJo,another dreary day in esperance paradise ,21
870,1991shahan,On my macbook  Inviting Friend to Twitter  and Happy Mothers Day,21
872,1992_Steph,doing my homework  i should have not left it until the last day lol,21
893,19Sixty3,Its sunny in London   @LgrunIts a rainy day in rome  ,21
905,19bernardo87,@Padt But    I thought you were my friend   @HumphreyLee I ll be watching that and Lakers simultaenously   Awesome day for sports,21
925,19sophie94,oh my  i cannot believe miley and demi are both going to be in London   i want to go soo bad  i have completely lost my voice    bored  on such a sunny day  seems such a waste  @BethanyMcDonald i am sooooo unbelievably jealous right now     just finished church  and about to go a bike ride with my cousins because it is such a nice day  xo starbucks   sunny day   in a car with the windows down    paranoid  full blast on the radio    SUMMER              ,21
969,1Diaspora,another beautiful day in the city  the bay all day  aww aiki gave us shot glasses  sooo nice,21
982,1Farrah,Spent all day @ the beach and @ the resort pool  A nap is bout 2 be in session  then an extravagant dinner  ,21
999,1HoneyM,My Lil and I are watch N The Lion King  what a beautiful day my lil guy is down after we colored for awhile that was fun   yeah it s a nice day everyone enjoy yours ,21
1048,1Newkybroon,Day 62  nearly 9 WEEKS  I truly didnt think I would get this far without a relapse  Only another 45 years or so to go  ,21
1094,1ThatGotAway,My oooh my what a wonderful day     ,21
1136,1angell18,friday at last uh    what a cool party day ,21
1153,1billionmanager,nervous tomorrow is the day ,21
1190,1eeC,@valerierenee  are you having a bad day  my attitude has definitely shaped up within the last couple of days  i dig  It seems yucky outside    hot and humid looking   perfect day for an outdoor family party  good bye bako  canyon country bound  then back to pasadena,21
1329,1redhotredhead,getting up so i can get the day started another rainy day here ,21
1416,1ztLady,Heyyyy What s sup my Tweeples     I hope all is well  My day started off rocky  but I feeling better by the minute    ,21
1433,2011Bride,It is not new nephew day  as of now he is scheduled for the 12 of June  @mytakeontv awe  @courtwerth haha ,21
1468,20lydia09,How come No1 Replies  I have waited All Day Just For 1 Repli ,21
1564,23sarah23,succch a slob right now  super sweet 16 beats media revision any day  will fail tomorrow ,21
1639,27marix3,@ashleytisdale @mileycyrus say happy mothers day to tish and lisa ,21
1687,2FST4U2,Happy Mother s Day to all Kind of a sad day for me first one without my own mother who died just over 2 months ago now  @ESPN FirstTake  Superman of course ,21
1719,2STARS4EVER,been a quiet day  where are you z ,21
1731,2TwelveDesign,just woke up from a 3 hour nap    what a lazy day   off to the in laws for a turkey dinner   ,21
1817,2good2eat,@sweeti20 thanks  i make ur job a little less crappier every day ,21
1839,2kute2bbig,mothers day sucks with out my mom in San Jose  going to bed sad and worried I did not find my Mimi s  dog  when she was born she was dead and I gave her CPR and saved her  there is an emptiness in my heart  @BellaBKNY Thanks for your support as I kept updating  it helps  @jepsyg oh no girl  I hope its not too serious  @weightolose Thank u  so far day 1  amp  2 of the week success ,21
1922,2thespot,@fishshark Good day   ,21
1963,305DivaTweeter,@Ms Brooklyn305 wtf        ok thanks for spoiling my day   I got 10,21
2106,3Broomsticks,Planning on what to buy May 19th  the day I go to Borders ,21
2128,3GHRx,spent all day lazing in the sun and now has a tan yay no more pale ,21
2182,3The_Fame,Studying For the Day ,21
2205,3_stan,Just finished my last music exam   Happy that I wont do another one ever again  but sad that it s the last day that I get to play the sax ,21
2269,3gAdrian,Morning everyone    not such a sunny day today  heading to Maidenhead shortly    @Scousewife77 not such a gorgeous day in Hampshire at the moment ,21
2295,3lectrobear,Rainy day in Montreal     ,21
2321,3mpr3ss,So a very unproductive day on my end   ,21
2327,3nikysi0,Happy echelon day all the echelons ,21
2355,3rdbrain,@3rdbrain @imhassan well I won t mind to tweet once or twice each paper day ,21
2477,45dcr90,cant inderstand why this happend to me   and cant fix it hurt the one person i care for just hope we can work it out day by day ,21
