,username,tweet,cluster
192,0DD7,Its taking forever to import   Dang it this computer is too slow   I could go somewhere fun with my friend but I can t because I m sick  ,40
224,0bm,Wife is sick   summer cold ,40
248,0hitsskim,Ugh   I HATE being sick ,40
339,1000014,@toodamnninja I woke up not really hearing right today and on my way in i feel sick  so I went home  I wont be in  @elicoo Ill have to upload some when I get time ,40
366,100kanisha100,Feeling very sick     @x3Vanessaaaaa uhh   im so sick   been sick for 5 days sense i came back home from Ottawa ,40
436,10bsnyder,ahhhhhh soo sick   hopin this cough will go away soon  S,40
847,1967Impala,Couldn t have date night   Mateo s still sick ,40
926,19stars,I think I might be sick   My finger s swelled up like a fucking balloon  though ,40
1077,1Seabass,Grr   have to be out with the parents garage selling   on top of that I m sick as hell ,40
1161,1bsryan,Had Taco Bell for lunch on Saturday   Food there made me a little sick in the evening   Craving tacos  got bad ones    Eat more pork  it s the cure for Swine Flu    I think  ,40
1229,1in9,Had to take wife to ER this morning   really sick  Fine now  Fun way to start our 8th anniversary  ,40
1242,1kris007,@Jon5700 only 2 viewers    Jon5700 live  gt  http   ustre am 32mi  @lucakhouri94  how comes   mabe evicting twitter from ur life will help  @katdabs aww  your still sick  hope you get  better soon  cause africaanizing would be more difficult when your sick  is dreading his French and Spanish exams      Finally  twitterific works again   ,40
1784,2damnfly,@ home sick ass hell ,40
1791,2dogs42396,@supermac18 omgosh I am sick 2    Hate it     Feel Better    Could you follow  me    ,40
1809,2fresh21,sick at home ,40
1876,2nihon,@hashimura Mind if I follow  It won t let me   @ujm pain bad  @zaren well finally  jeez  ppl have only been screaming about it for 15 20 years or so   Slowly all mine are getting changed to white  Argh  My new Moto Razr v3xx j s camera can t focus on anything work a crap  Old v3 did better macro photos than my full camera   @supudo Thanks  Yes  I need to update my blog but have been sick for a few days   is home sick today  thinking about all the things he needs to work on   @mr absentia Thanks for re following  ,40
1915,2sweetboutique,Sitting at home this Sunday morning taking care of my 2 littlest girls   they are both sick   But I am going to sew for a while today ,40
1941,2willhampton,Not going home today   D is too sick and said it wasn t a good idea for me to come home  probably just get sick myself         lt big tears gt ,40
1971,30H3_DTM,Lets have some fun this beat is sick ,40
2045,32katie32,is very sick ,40
2176,3RiN180,feels really bad cause now my sis is sick         sowwy   @txnic  yes   yes i will ,40
2359,3rdseyeview,Dang it    Monkey got Liger sick    Gonna be a long day  I should be broke by the end of it  Nice knowing you guys     Being a good Meowma  taking care of a sick cat   hmph  my poor lil baby    has an upper respitory infection  ,40
2494,49ersfan111,@Sunnif i hope you are okay    its no fun being sick  even though i have not been sick for 5 years now  ,40
2628,4foruglencoco,I feel like my head is going to explode  I think I m getting sick  ,40
2661,4mariam,I Went 2 school 4 2 hours only   the nurse called my mum 2 come 2 pick me     Am Sick    ,40
2699,4sweatervests,feels terrible  who gets sick on spring weekend  ,40
2764,51bossbytch50,sick  got sent home  but i work tonight yay ,40
2827,5OHWife6,i am still sick  and i am hungry and i want mac n cheese from iron star @in8educ8tor ,40
2841,5_foot_7,feel bad my doctor only gets a visit when I m sick  Hope I can get an appointment,40
2968,666MetalBitch,getting sick  it s miserable outside  yuck    ,40
3042,6lizz6,feels sick after eatin astro belts for breakfast  ,40
3055,6tainted6angel6,Kitty is sick    i dont know how much longer he will last  ,40
3315,86cmaree,Noooo not a sore throat  i dont want to get sick ,40
3458,90sony101,ahhhhhhhhh im sick                 with the flu i think its not the swine flu the normal flu i think     ,40
