,username,tweet,cluster
35,00jon,Someone has put a hit out on me  Not that that s new  I look forward to the income    #zombieninja,30
198,0LaDolceVita0,Writing is hard  Not looking forward to 9am 4pm class tomorrow  And missing Drew ,30
548,123chicken123,My Name Is Lauren And I Am Looking For New Friends   ,30
776,16hrs,Doing some work on the layout for 16hrs com  Looking pretty good so far ,30
1166,1champlin,Didn t get any sleep what so ever  soooooo tired  ugghhh   Still sick from respiratory virus I have  looking forward to seeing friends at school tomorrow  ,30
1370,1stwebdesigner,@adamsconsulting no problem and great   looking forward seeing more tweets  @shawnpwalsh You received already license  Congratulations and thanks for Your time suggesting what to do with 1stwebdesigner ,30
1707,2LiveCrew,is looking for a job ,30
1777,2cpemberton,Sad about last nights game  I was really looking forward to seeing Kobe against Labron  ,30
2292,3lTimbo,Really not looking forward to shaving tomorrow  what with my luminous red face and all ,30
2319,3mobilebuzz,Looking forward to a weekend of sunshine and Manic Street Preacher gigs  Have a good one people ,30
2536,4Manny,Still looking  sending out resumes  but no bites yest     ,30
2833,5Starr,looking forward to a long weekend of flat pack assembly  ,30
3206,7ofakind,@JonathanRKnight I am looking forward to nkotb coming to the Woodlands in July ,30
3593,9thFleet,Not looking good for standby   ,30
3742,ABOCFC,@Ihnatko You never posted your conclusions on the Vado vs  Mino comparison   Was looking forward to that    ,30
3835,ACEstonishing,Looking for scholarships  Anyone wanna give me  20k  ,30
3903,ACouchofMyOwn,@arthritisfriend I d given up coffee beg  of yr  but fell off the wagon  Most recent flare after coffee w  equal  Staying away for now  @garygraye  amp  @myfengshuilife Thx for the #FF s  @inspiredjen Yay  Looking forward to the results ,30
4088,AGORACOM,@howardlindzon You re such a kiss ass   Looking forward to central  mountain and pacific mother s day tweets   Don t forget about PEI ,30
4120,AGremlin,@NineBlackAlps Yeah I was looking all day yesterday for it  ,30
4224,AJJones234,at work and looking forward to the long weekend  ,30
4229,AJMH,not looking forward to prospect of working for random stranger in the middle of nowhere with people i dont know  think of the       ,30
4422,ALGoRE_xB,Looking for users  @MisCey We will sort out another 3 m8 ,30
4426,ALICCEEE,drank too much last night  bleurgh    Looking forward to tonight though  mmmmm mum has made goulash ,30
4888,AREjewellery,right off to bed   looking forward to the F1 tomorrow   wish i was there but just couldnt afford it this year ,30
5013,ASOS_Stephanie,Which doesn t really bode well for my addiction to morning pastries  Looking forward to my first picnic of the summer  @SmithWaites Hello  Where abouts in Billingham did you live  I was an Old Billog girl  I know Wingate  had a penpal that lived there  x Off to the beach ,30
5295,A_Bella,annabelle misses her sarah face  @MollieOfficial  haha its not exciting for you  but i m coming to see you guys at Leicester and i m mega excited  haha  @FrankieTheSats good to hear it  excited already     cant wait to see  Chasing LIghts    my fave song  Is looking forward to seeing miss brown and loves catching up  spending quality time with her guys ,30
5447,AaaaayBurke,one step back 21 steps forward ,30
5577,AaronSmith0505,has a sore throat and a major cough  Think I may be dying  is quite looking forward to the prospect of watching Sky Sports Live on his Xbox 360 ,30
6066,Abovee,I am not looking forward to tomorrow    wayyyy too much to do  ,30
6278,AcidPancake,Had an Epic day today  looking forward to another good one tomorrow  ,30
6333,ActionExtreme,@outcastbmx Enjoy the trip and event  Looking forward to more updates  @steveagee Time warp  ,30
6370,AdGamerDroid,@GamerDroid That sucks  I m really looking forward to Fat Princess   ,30
6430,AdamBroitman,@campfiresteve I look forward to seeing the replies to that one ,30
7684,Aidabixo,I m looking a film  HANNAH MONTANA THE MOVIE  I DID LOOK IT IN THE CINEMA BUT NOW I M LOOKING ONLINE sorry miley  but i have to see you,30
8067,AisyahZainal,with mum who s currently complaining that I m too fat   is not looking forward to tomorrow s report card day  OMFG  WHY   ,30
8083,Aiyhzs,Driving back to Calgary not looking forward to the 13hour travel time ,30
8107,Aja_G,Looking for a Dj in Pittsburgh  PA for this event Saturday    its not going good,30
8164,Akaike,I m really not looking forward to going into work today   Weather s too nice outside  My head is still feeling like cotton wool   but thankfully  the fog is starting to clear  ,30
8175,Akarana,@foxtrotonline  And no problem  I am looking forward to listening to Benjamin ,30
8213,Akillapug,I overheard them talking about me having another shot today   I hate needles  Oh and they also cut my nails with this giant steel cutter  I was really scared at first  But then I got the hang of it  Hi all  I m Akilla  a killa pug from the Philippines  I m looking forward to meeting new friends here   @kutiecat Goodnight kutie  Say hi to your human  Hope u don t mind me saying I enjoyed munching her ,30
8258,AkshayB,Back in T O  Looking forward to ByeByeQ tomorrow    P S  Happy Birthday  bro ,30
8491,Alanvashum,I m looking after my construction workers who are working outside ,30
8568,Alcamin,Just had my morning coffee in the garden  Not a cloud in the sky  Easily the best way to start the day   @fiddlecub We are all looking forward to another day of great E3 coverage  Keep up the great work  ,30
8601,Aldridge24,looking forward to going out with my lovely hubby to be tonight  ,30
8639,AleciaLouise,extremely cold  and its not even winter  must get ready to go laptop shopping  looking forward to dinner  and towning it afterwards  with a bunch of people  I like to call my friends ,30
8910,AlexFraiser,Coming home from Jax  sitting in the airport now   @Farrhad Sweet dude  Looking forward to hearing your response   I m pretty sure I know what I m going to write about in my first eBook  Step 1  Done  ,30
8917,AlexGermany,back to work  Weekend was sooo nice  where did the sun go  raining all day long  supersunny friday  looking forward for an extra long weekend   luv it ,30
9143,Alex__Ford,Looking forward to getting up at 04 15 on Wednesday to get a flight to Nice   ,30
9147,Alex_deSousa,Just had a meeting with one of my older clients  He s not looking too good these days ,30
9150,Alex_forfriends,looking up shows i wanna go to ,30
9241,Alexandra512,Not looking forward to being under staffed today ,30
9547,Ali0613,not looking forward to having to go to school untill the end of june  it puts a damper on preaty much my hole summer  ,30
9556,AliAliAls,i dont like being in my friends bad books  i know i can be horrid when i drink too much wine but i don t mean it  looking forward to my date tomorrow     ,30
9599,AliKattenhorn,Is not lookin forward 2 Tesday ,30
9601,AliKimber,Off to windtraining tonight  was looking forward to doing my session outside but it s pretty bleugh  But at least it will be warm inside  Waiting to hear Aaron s results from the Naki tour   hopefully he smashed a few people ,30
9887,AliciaJohns,God  MSN s being WELL stupid  wadda let down Argh dramarama essay   still not completed  I am not looking forward to this Critical thinking exam tomorrow  About 3ish hours till eye appointment thingy    I m Excited to get new  quot looking far quot  glasses   current ones are broken    Micasss pictures won t load  I m Sorry  but bebo is devestatingly shocking nowadays  internet has brighter  better places to be  Like twitter or Facebook for example  ,30
10001,AlinaAK,Dark energy review by Ed Copeland now  Looking forward to it  On the isle of Arran where the weather is perfect  This is definitely the life ,30
