,username,tweet,cluster
1020,1Leonie,My thoughts are with Mike Tyson and his family through this tragic time ,46
1282,1nOnlyMercy,@GabyHustleHard  aww that sucks  But yea I m going 2 mimir im with my grandparents 2day so hay k apaga la luz and all them old traditions Watching a movie staying in 4 the night  had a great time with the family chivo was banging love u guys,46
1361,1stbabygirl,I just woke up and saw my beautiful niece is on Twitter     I miss my family ,46
1714,2Parises,Four Dogs to Groom  3 loads of laundry waiting  2 orders to produce   and 1 visit to husband s family  Saturday s Schedule   Today is Follow Friday   again already    SWEET  @MeLLo T   I have 4 Yorkies   Not all came from reputable breeders   I want to warn everyone to not make the mistakes I made  Cheers  L  ,46
1873,2ndomo,At ihop with the family  Mmm frenchtoast   Off to pick strawberries w  friends  ,46
2024,31ajax31,Gonna chill wit the family prolly play some cards   Enjoying bein home but miss the college life ,46
2124,3Easy,@pete too early I m afraid  op to take screw out week Tuesday  The family will going off  I ll me looking fir that Guinness   ,46
2311,3miilyultiimate,@KristyAFlores Whats Up With You  I m Doing Horrible Family Problems ,46
2343,3r1ck4,Freaking out    Heard there was a miscalculation with my last test  Ive got school until 1 00  and then our visitors  family  are leaving  Another awesome schooless day  I m being so lazy  lol,46
2725,4xblessed,bowlin with my wonderful family  love the Q time   stink @ the game ,46
2761,519biz,519biz sends its condolences out to the family that lost their 2 year old child near Hwy 89  Shelburne  ONT ,46
2820,5I5O,Single of family thing    I m leaning more torwards the single life ,46
3049,6quartzdst,just had the most emo moment too many tears love my family and sorors ,46
3063,6xela,Great WE in Dunkerque Bergues   Shinning sun    sunburn   blue sky  hookah  B days and a huge part of my family   D I m back tonight ,46
3112,74greenturtles,Yea  Get to hang out with family today  I love them     ,46
3347,88liizzyy,Ugh family days sucks  when ders really nothing to do Watching the hills season finally ,46
3810,ACBreeze,@britty d OOooook sounds good  Let me know  my schedule isn t too crazy  I miss our game night family  @ericvnr LOL tomorrow I will be skyping pre game with Mike Brown ,46
3947,ADL23,Going out to eat w  my dad  amp  lil sis         Aww I love my family   Appreciate what u have bc its not always promised tomorrow ,46
4027,AEnima46n2,I miss my family  @trent reznor      Why must it rain everyday @4pm  Why not 4am  Sigh  @fourtheye sigh I wish I was going  @trent reznor  you sound like someone I know @aperfectNIN I missed the game but good job Lakers  always been my favorite teen since I was a kid ,46
4408,ALEXA_J,Hate theses family talks  So my teacher isn t here yet  Its to early for this shit  Rained out  Road trip cancled  Allergy meds make me trippy  and i still cant breathe On my way to lady fox s  ehhh tired after biking  family guy time ,46
4457,ALLYGARCiA,watching family guy its funny ,46
4561,AMBiSHCHiC,Just leavin wendy s  I shulda gave him my number   I will have to go bacc tomorrow As I continue to wonder    Why did God give me this family    I mean why Airhead extremesss  hahaha I m sitting outside planting in my garen I have been outside since ten     Haha now that s dedication ,46
4607,AMP_DS,Off to rest  I will be keeping busy the next 7 days doing everything you can think of   Busy 09 season and family  Dont bother people when they are sleeping  Noted   I cant play tennis today now because its raining   I have the worst luck   ,46
4683,AMoorman43,i just wish i could sleep but i cant i just dont know what to do   im tired but i cant close my eyes and just sleep   could yall pray for me and my family this weekend  the weather man is callin for very strong storms  and from a child i have been scared  it would be a great if yall could still pray for my family and i  tomorrow is going to be a rocky day for the weather  but i know who man a day off of work my fav brown blanket and movies all day  what a time ,46
4729,ANGELITOfrmHELL,I m trying to sleep  I HATE how hard my bed is  At work freaken bored and hot  I haaaaate the summer it make me so grumpy  @ErnestoSamuel since the begining my mom always told me you were a keeper  @LATINAQT he s a COUNTRY singer  Going to Palmdale to visit family   Ugh I m dreading the drive  BUT AT LEAST I HAVE GAS TODAY  @ErnestoSamuel you should definately not been tweeting at church ,46
4912,ARQurb,@javierbonnefont  family sunday and now im working boohoo  ,46
5084,ATCutie,@MsATC girl my feelings are so hurt   Derwin from the game is married  im happy for him and his family though ,46
5278,AZZYYY,i know you want me  You know i wanchu  with the family   yay  spongebob  Up next   omg  Yay  Dude its almost summer and look at the fuckin weather  ,46
5291,A_11,Done shopping for paints and equipments and stuffs  Wore matching color jacket with staffs at Bunnings but still didn t get any discount   My cold is getting worse  What a glorious morning  Had a wonderful 2hrs walk  Enduring a long home renovation holiday  But sharing wonderful experience with kids family is priceless  ,46
5320,A_Gael,@katebornstein which is pretty anti memorial tattoos   but for all but the strictest  there s no official BAN  just disapproving family,46
5338,A_LAY,Had a bad dream   Ughh I hate those  Not all super heros wear capes  Watching the game with my family   Having a good time ,46
5390,A_SavedGirl,@FlowerDust that picture didn t come through for me  Goung to my little cousins dance recital   Spending a day at the pool with SB and family   Can t wait to see little miss April Rose   Praise God she is 3  hours old    ,46
5460,AahhitsManda,@MsKelseyJ tell me why 3 dumb drunk girls were on stickHAM falling over  amp  acting like silly bitches     haha  i cant believe im on hurr  Dinner tonight with my family  then hopefully funn    ,46
5666,AbBeYeAtDiNoOoO,Family Guy is so silly ,46
5719,AbbeyMatibag,feels hot and cold at the same time   WOOO PACQUIAO   2 rounds is faaaast  @stephannie x3 watch Exploration of the Human Body  Super Junior Full House  or Family Outing  is in the garden  I love the cool wind  @KateClarisse  I found new HyunJoong phone wallpapers if you like ,46
5865,AbbyrHarris,Parents decided to drop in on their tour de US  The whole family is at my house  I am at work ,46
6016,Abigailsworld,going to church then lunch with the family  ,46
6073,AbradeKhan,@artie711 gaslight manor in aurora  They went with a family friend before asking around to fit the budget  Guess you get what you pay for  Today in 1964 Twilight Zone was cancelled   Show was ahead of its time ,46
6804,Adenonly,Family night  my fav @ pebble beach  And a surprise for k from the beverage barn    You know the drive thru    We are ready for Aden birthday bash 2   Let s party ,46
6829,AdiRosales,@realangiejolie im huge fan  i wish all the happiness for you and your family ,46
7100,Adrienne255,cleaning my room  spent time with family today ,46
7423,AgeRiggs,@4sean2  BUMMER  watching Family Guy  Stewie is planning for world domination  Brian is with him  ,46
7536,AgntMulder,Dont fit in with addicts  dont fit in with family  dont fit in with normal people   What do i do ,46
7710,Aiden_Cornick,Just watched a couple of episodes of family guy  feeling slightly better now ,46
