,username,tweet,cluster
358,100PercentEPG,UP LIKE I AIN T GOTTA SIT IN CLASS 2MORROW WITH DIS BORING ASS PROFESSOR   DAMN BREAKS OVER       ,37
1827,2ivan,rough morning start  a stupid email from coworker  power outrage in DMZ    gt  all forces me to skip yoga class ,37
2063,34dutchman,Another t ball game rained out   guess I have to head to class instead  ,37
2121,3Dhuntress,Welcome aboard  Robbijod  My class reunion is on Twitter or I may nor be here ,37
2336,3penguin_,@buckhollywood total sadness that im not in the main room  total different continent its 3 in the morning and i never get there in time  in german class soo bored with chris ,37
2782,53xwz,Agama exam tomorrow  haven t studied     longest post ever today   p   uuuuh  music class tomorrow    and i got no idea  Agama exam tomorrow  haven t studied     longest post ever today   p   uuuuh  music class tomorrow    and i got no idea ,37
2903,5t3ph,@cococello Yes  Although I admit my little cousins harrassed it some first   but it apparently didn t like carrots  haha Wish I could do #dcth for once but I m off to my biz comm class  In my first and only #Graphic #Design class  Yay for finally getting some  quot formal quot  instruction   OK   time to stop twitpicing and posterousing and get back to work   after all  I ve got a website to get up    Writing a blog post about my Tweetup yesterday  Success ,37
2978,66andfries,Best project in class   95 100  WHATTTTT  physiology can suck itttt  C      gt  B  in spanish   Holllly craaap ,37
3088,7149746,@luis93436 The most perfect guess and certainly the most exact  And the architecture class that wasn t full has been canceled    ,37
4485,AL_AL_AL,@Mackrellious @alansuspect  Psychoville was class  I wanted to watch the next one but I couldn t find a red button on my remote ,37
4596,AMLawson,in english class  doing an assignment  ,37
4838,APerez151,So I just wrote a 4 page paper in 45 mins LOL     Walking to class jamming out on the iPod with a hangover      lt 3 college ,37
4950,ARomaniello,spin class on a Monday morning  great way to start the week  Working at Ada s all day  come visit ,37
5018,ASOT_Rod,Snif snif middle term exams  Mmmmmmmmm i dont want go to class ,37
5074,AStephenson724,so bored at work  its ridiculous  and my Saturday is going to suck with class in the morning  Sitting in class on a Saturday Morning   YUCK  is going to be without air at my place for awhile ,37
5100,ATLRedd,Never went 2 sleep     and i got class at 2    i need 2 do dis homework   errrr,37
5262,AZIZ130,in the class ,37
5282,AZ_fly_girl,Goin the gym 4 cyclin class  before a fun filled fantastic day   ,37
5362,A_N_A_H_I,Working hard on my final paper for my English class  which is due on Wed  I definitely consider myself a pro    ,37
5396,A_Stalzer,sooo tired from work last night     trying to pay attention to finance   I haaaate class ,37
5628,AaronjBenson,Off to class  ,37
5702,Abbbster,Done with my last class of my first year of college  Only 4 finals away from summer ,37
