,username,tweet,cluster
19,00KEVEN,@Siope haven t had one of those in a long time ,2
47,00polloto,wasting time on the web after naxos get together ,2
56,01001000hanzy,Work at 730 till 630  some one save me from insanity  i hope i get to spend time with you ,2
232,0db0d,Time for a little bit of Photoshop practice for me today  I think  @gemmaleak A good sentiment  A happy Friday indeed ,2
314,0t4nj40,@joeymcintyre Hey  he s not ugly  He s quite charming I d say  Tonite it s dinner time @ La Cubanita in Alkmaar  I d kill for their aioli and turkish bread   ,2
326,0xEFBBBF,@astelter Me too  Also there s low traffic on the autobahn at that time  One of the most annoying time killer for me is traffic jam ,2
371,100percentnow,The movie Bridal Wars is a lame story  but it s hilarious and suitable as a  time killer  ,2
507,11yebbea,has dust allergies  this sucks BIG TIME   @pinktoque she i love you she  have a safe trip    I m FINALLY 2M in @zyngapoker    next goal to earn 500k more   yaay ,2
534,123McTom,Just finished reading the Darren Shan books  powerful stuff  time for work now ,2
540,123alex,Finished my Project Monthly report  It s abt 8mb  amp  emailing it out is taking more time than the time i spend to create the whole thing   @roshinroy Yeah Roshin  Part of it is from my own cheer as I did manage to do some stock picking in last 1 year steadily  ,2
550,123elaine,having a relax time with my flo  ,2
591,12_twelve,Longest sound check ever    So long that I have time to type this  on stage  ,2
658,13angela,My fingers hurt  time to go pick up my boys   ,2
719,143jkb,time for work  i definitely dont wanna deal with 4th grade today ,2
745,15JHarris,@marcyyamorr nigga i dont even like have any free time  all my days r busy already  ,2
784,173Miss_T,@iSub I hope you ended up sleeping  We ll come pick it up some time soon ,2
788,17THSNOOP,Dey doin layoffs at work today   for da 4th time dis yr  might not make da cut dis time yall  ,2
852,1978wolfie,iTunes and external hard drives don t like each other grrrrrrrrr       Big time spend a whole day converting  swaping and changing stuff ,2
992,1H0P4H0PPU5,131 am  Molly is IMing me  Liz Conti is texting me  I feel so loved         SpectroMagic in 10   Last time ill see a Disney parade for years    ,2
1109,1Zena,morning peeps after a long week i m glad it friday aka pay day   6 hours time and the weekend will begin ,2
