,username,tweet,cluster
51,00sugarstar00,should be heading off to bed soon  full day tomorrow ,14
161,0901732,lyin bed  down with some sorta throat problem   sucks ,14
288,0o0lynchie0o0,Doing the clinical bed management  Sucks  Working with the site who had been shouting all morning  ,14
488,11R51,Time to go to bed ,14
596,12babygirl,is on youtube and wanting to go to the beach  is tired and going to lay in bed and watch tv until i fall asleep  Night everyone  ,14
605,12gaugecows,ahh im gonna go to bed and sleep wats left of star wars day  sigh,14
728,14MST,Its the weekend  in the pub tonight and tomorrow night  Tomorrow is a comedy day in Blackpool with Lara  PJ pissed on my bed  lil shit ,14
775,16bitsystems,Going to bed  I ll see you in my dreams  beautiful    lt 333,14
837,1908Vernesa,He s makin me go to bed   GN,14
915,19jellybob91,Lyin in bed watchin big bro afta a 7 hr shift on my feet with no break  x,14
949,1Charmi,Is back home enjoying the peace and quiet  Birthday girl is in bed and to all a good nite  ,14
1290,1nfinite_,ugh so tired i wish i could just curl up in bed and sleep for forever  ,14
1445,206Bones2break,I m gonna go to bed now and get up between 11 a m and 1 p m tomorrow  I love sleeping ,14
1765,2brunette,Don t want to get up out of bed  Hoping to sleep all day today  Missing out on the sun again  boo @Bwgan s not fair  I m going to do overtime after my leave  My  LCD  tv fund    My lovely dress arrived today  but it s too tight on the top  amp  too big on the bottom  In bed  not at all well  Disappointed the buyer didn t even turn up to see my treadmill  @Ballas I m off out for an Indian tonight too and the Bedol for drinks after  Market wasn t there    Oh well  off for walk now with the dog ,14
1787,2deep4yall,Laying in the bed boreddddd looking through old cookbooks for new recipes ,14
2135,3Holly_ox,Lying in bed watchin tele  What happend to the weather   In bed wrecked after last night  Was good tho  x,14
2143,3Jem,@TsolairVictoria awwww  I wld if I didn t hav my license fukd up     Bout to go watch THE HANGOVER 2night     Sooooome ppl decided they were gana watch it w out me last night  WOW   Being sick has never been so painful   Got meds now though n I m feelin better    I m on bed rest for a weekthough  sigh @BRiTTNEY J Not 2mrw    I m stuk in bed rest till nxt week  PLZ tell me it not rainin AGAIN     @AceofLA on my way to HOLLYWOOD my lil bean burrito  Mkay so we ended up @ KRESS  Come meet us      p Its such a pretty day  finally,14
2160,3Melissa_Babes,@georgesampson Hello   are you in the bgt tour or are you just going to watch it    xxO heeeeey guys  just lying in bed  school tomorrow   ,14
2498,4BabyAndMom,super tired and heading to bed after the a c leaked everywhere in the garage    when it rains it pours  I guess  Hoping tomorrow s better ,14
2501,4Clara,sitting in bed  very ill ,14
2588,4cylinders,Tired ready for bed but not for tomorrow but hey His grace is new every morning so I should be good ,14
2657,4ly554,zzzz  going to bed  ,14
2667,4myduckie,tired of not being important enough to even talk to   going to bed    been a long day   gotta get ready for work tomorrow     there has gotta be something better out there  ,14
2836,5_5witbrowneyez,woke up about an hr ago and cant get back to sleep now its time to get ready for work   rough day coming  has no desire to get out of bed ,14
2849,5atks,Bed     love aly  @Aly3s0n5,14
2923,5ud4rM0n0,today is one of the few great days i have in melbourne so far   i thank u for that    am goin to bed now   gd nite ,14
3296,83ShellBrown,@sookiebontemps i hope you feel better  Changed my mind  Off to bed  Tweet tomorrow ,14
3356,89Skye,Fixing to go to bed  Not very sleppy though  ,14
3411,8ecca8oo,grabbin a take away and getting off to bed little one not to welll ,14
3675,AAKB220,@babysitter187 K I m really going to bed now  I lost my ducky foil     Beth outbid me at the last minute    pouts  LOL  Nite twitterland  @MaryPutty I m so sorry honey      hugs       1 AM  amp  time for bed  nite all ,14
3733,ABHuett,Going to bed  Goodnight guys ,14
3916,AD911,Is really tired and has a dentist appointment today   Is kinda happy but sad at the same point   School and the choices that I made there    Is going to bed  and is back to thinking   Just got of work and is at home packing stuff for Wednesday  New carpet upstairs  ,14
3935,ADELSHERIDAN,Going to bed  got to wake up early to change the oil and get my nails done   I cant wait until Saturday  ,14
4011,AEMLOVER,is on hold   off to bed with my sore nipples  @NateNicolette well  he ll be 5 months on the 8th   that s good enough  ,14
4098,AGdawg911,is off to bed  no movie tonight ,14
4406,ALESHAMONIQUE,bout 2 get up in da bed     sweetdreamz all ,14
4639,AMYYLOUISEE,i have to wake up at 6 in the morning    these are the nights i should go to bed early but i won t  @Jonasbrothers yeah 9 days for me  btw youtube is gay your account is suspended,14
4688,AMtilts,Kind of exhausted  Probably going to bed  or at least lying in my bed soon  This not having my laptop thing is gong to get old very fast  ,14
4703,ANCATASTROPHE,Going to bed finally  Long day  can t wait till we start getting some songs down   Night Loves  Jaimee ,14
4743,ANGiraffe,going to bed  i m a lame o with a 6am job   @ryankiros Go figure  you ll be back in the mitten the day after I leave on vacations  i don t like missing you so much    ,14
4819,APRIL_Z,Aahh finally getting in bed  LONG day  nighty night twitts   ,14
4862,AQUEENSOME,@HoustonGran  Just happy  I miss your piccie   @Valkyrie NYC  I ve been to bed and up 4 times  It is now 5 23 a m  How was your day  and how is your night going   A Q,14
5089,ATG_Whittington,I wish i could go 2 bed with out having 2 take an allergy pill  ,14
5331,A_JAMAL,almost off of work     then bak home to my bed  ,14
5436,A_terminel,Hates  no    sorry     strongly dislikes the fact that he has to be in bed on such a beautiful day ,14
5661,AayOo,Laying in my bed in my new apt in nova  Ahhhh feels good to be home ,14
5672,AbKadab,in bed after a long day    c y all stupid twitches in da mornin ,14
5770,Abbie_Brown,temporary move out of my room for Matt and Sarah to come stay for the week  goodbye comfy bed  weekend times ,14
5824,AbbyKaret,got home   got into bed    went on twitter ,14
5834,AbbySian,really enjoys coming home after a long day at work to my bed  BEDA blogs and orange chocolate chip ice cream ,14
6204,Accy_Gal,@mileycyrus iv voted for you  15 times and i got all my friends to vote for you to going to bed   what a night   diversity won  xx,14
6378,AdRy16,going to bed      long day but fun ,14
6384,AdaAdams,going to bed   Have to get up and take David to washington  BLAH   So not happy  ,14
6426,AdamBloomMusic,I m going to bed now  I ll add up the score tomorrow  CANDYforever tried to give 1M votes for Ting Tings  Nice try ,14
6526,AdamOuf,So upset    just finished watching movie awards on dvr   bed time   grrr Going to bed   still feeling sick ,14
6788,Adella1211,tucked up in bed feeling crappy     ,14
6845,AdidasGoddess19,It s 1 30  Do you know where the life of the party is  If you said in bed  sick   Then you re right  thats exactly where I am  Ok well i m home  the scary movie is on  in my pj s  pizza started  but where the hell are the storms   Well  It s bedtime for this bonzo  gotta work tomorrow ,14
6909,Adolfh96,I just want to go toe bed ,14
6977,AdriaAvery,Going to bed   having trouble sleeping ,14
6999,AdrianHawker,Only Tuesday  Trying to get out of bed  I m so hungry   Going to The Lost Spring today  should be awesome ,14
7582,Ahansma,Stomach flu sucks  Been in bed all day ,14
7691,AidanGillis,movie awards  and hw  Is watching @fox25news  Bed soon  work at 7AM  with @EmmmmV     Is watching @fox25news in HD  then bed   school in the am  only 7 more days ,14
7830,AimeePaxton,Just saw my great aunt for most likely the last time  Off to bed  Need to ready to leave by 7 30am ,14
7847,AimeeWard,Is going to bed  x Help me to 100 followers ,14
7876,AimesJF,heading to bed so i can get up in 3 hours to get ready to fly all day  yeah for me ,14
8123,Ajay_Das,going to bed little early today     whole half hour early    lol ,14
8142,Ajohnston28,Layin in bed with a box of tissues  a great pillow  and a bottle of nyquil   sweet dreams all  ,14
8153,AkaAshyJonas,Going to bed  I need my bed  to bad I m stuck on the floor ,14
8162,Akager,Okay  Time for bed  Tweets in the morning  That s if I remember ,14
8332,Al_Po,todays lesson  13 shots   an early night     due to rain however  i had to sober up in the cab of my truck  not the bed ,14
8460,Alanamonster,I don t feel good    Been in bed all day ,14
8484,Alannahhibbert,going to bed now  i havent read in a while  i better start again its a good time ,14
8713,AlekThomas,@DPAD Magazine if you go on the sims you just wont go to bed atall  so uncharted2b ,14
8965,AlexKloewer,Bed time  ,14
9173,AlexaGrace16,@birdb  went to bed early missed u on msn   talk to ya today instead,14
9174,AlexaH5,Great opening night  now  its bed time  ,14
9254,AlexandraGavall,my bananas i just bought are already brown    guess ill just go to bed ,14
9579,AliD2,is going to bed after a very sad day  Rest in Peace Baltazar Bradley Barron IV August 1st  1998   April 26th  2008 ,14
9680,AliaAli,Never find it hard to get out of bed but found it really hard yday and today  Home in good time  @R Mir soon we will be going to beddings togetherings ,14
10032,Alires,Whew    I had a great swim workout   once I got out of bed   Glad I went   ,14
10052,AlishaCollins,I hope I never have to be up @ 5am again for anything golf related  Finishing tomorrows speech  amp  going to bed at 9pm SHARP  ,14
10104,AlisonLeigh,Now that i m actually in bed  i m not tired  currently making a video ,14
10167,Alitiger198,@TiernanDouieb Me too  Headache and no icecream   I m going back to bed  Its just not worth it ,14
10565,AllisonBunnell,going back to bed soon   its tooooooo early ,14
10570,AllisonDrringer,A new day   I could really use a pool  sadly I must settle for the tanning bed for now    With my boy  Going to find a pool   amp  Id swim the ocean for you    ,14
10637,AllissaTaylor,Wants to go to bed  But Has homework  ,14
10660,AllstrObsession,Twenty four hours   going to bed NOW  lol night  lt 3,14
10739,Ally_Baxter,Finally going to bed after a wicked party at Anthony s tonight   Had a great time seeing everyone again ,14
10767,Allyface,is exceptionally bad at nail varnish application despite her gender  Ah  Bank holiday morning   reading Elle in bed and getting excited for a roast dinner in Sheering later  has been in bed all day with pizza and boy  it s been very lazy but also lovely  ,14
10886,Aloismoore,I m going to drink my green tea then dive into my giant bed   ,14
11052,Alvarine,11 Hours of sleep  and still feeling ready to go to bed again all day  I look drunk   Feeling not so good ,14
11266,Alysonries1,In bed snuggling with carjean ,14
11286,AlyssaBell01,Having a terrible night  I hate today already  Maybe I ll just stay n bed all tomorrow   Doesn t feel good ,14
11302,AlyssaDrabik,is going to bed ,14
11540,AmandaC1982,loves her BFF very much   SItting in the 220 s at Flag practice    Just touched down in Oakland     Bed   HERE I COME      ,14
11816,Amanda_Duffy,NZ the place to be  Miss my own bed a bit though ,14
11885,Amandaleigh325,About to go to bed   had a great day    only 27 days left before i meet the joy of my life ,14
11931,AmandyBee,At work feeling like crap  I need to go home and get in the bed for the rest of the day  Too bad I have to give a final exam tonight  ,14
12042,AmazzingAaron,is going to bed now    Nite ,14
12216,Amber_LS,Going to bed  Goodnight all u twitters   Rev 22 21,14
12246,Amberfyre,Going slightly mad   I hope Rainier settles down shortly    I wanna go to bed ,14
12319,Ambo0099,Arg  getting a headache   Rollerblade    Or go to bed  ,14
12342,Ambular24,K finally off to bed  G night tweeps   ,14
12715,Amoo23,is going to bed soon work tomorrow ,14
12832,AmyBella21,im at work and im sooo bored  just under 8 hours till home time      arrrrggghhh   at work  Had no sleep at all  sooo tired and dont want to go to work  dont want to get out of bed   MOT didnt go v well excited for my new bed to come tomora  my first bed in like a year  x summer time fun  love it love my grandad muchly  txt him to say i was calling in  he replied  bacon sandwich ok for you    breakfast in bed  the hills  chill out day ,14
13007,AmyLynnHand,Rainy day again   Swimsuit competition next week  I guess I am gonna have to go to the tanning bed  I heart the real sun  Craig is going to a funeral  Sad sad thing happened ,14
13073,AmyReneeL,@mstrlocke apparently you were able to get passed the 4 yr old jumping on the bed since we re all up  amp  you re still in bed ,14
13179,Amy_Tinks,Sat at home doing nothing but phone watching  Wanted to see star trek but everyone s boring this evening   Feeling a little melancholy  Spent a lovely evening with my boyfriend but misses good times with my friends   Can t sleep  Too much in my head and too full of energy  I hope i m not too tired for work tomorrow   Actually  someone  was not working today  What s worse is that i have absolutely no idea when i will see him next  Major sad face   Going to bed now feeling rubbish in quite a few ways still tomorrow will be an awesome day i m sure of it  ,14
13307,Amzy1111,Should really go to bed got to get up at 6 tomorrow ,14
13420,AnaHelenaSousa,just woke up still in bed  sundays r the shit  its the do nothing day of the week,14
13574,Anarchyswan,I read that it s a beautiful day outside  I however am still in bed at the moment  Decided to sleep in a little  ,14
13746,Andibee17,Tummy aches   @unbitch you are binging sexy back   on a boat   Bed  5 steps away  ,14
13851,Andrea292,If People Were Meant To Pop Out Of Bed We Would All Sleep In Toasters        Its Only 8 45 And Im Already Having A Crappy Day ,14
13870,AndreaCBostwick,Awesome that the marathon passes right by my bed room window   Woke up to some cheering   Too bad it was not for me ,14
13920,AndreaMaree,Ok I seriously need to go to bed now   I am putting the iPhone DOWN     xx,14
13944,AndreaRicciardi,going to bed now  but im so stressed i have alot of stuff to worry about this week  ,14
13982,Andrea_Powell,is going to have another glorified nap  Gotta be in at 6am again   needs to go to bed  Long day Saturday  ,14
13984,Andrea_S_,off to bed soon  very tired and had a long day  plus some people have to work tomorow ,14
14054,Andreinaa92,is goin 2 bed   ,14
14129,AndrewFitzz,Going to bed now    Finished Spanish finally  Funeral tomorrow ,14
14168,AndrewLeavitt,Woke up  Meeting my dad in less than a half hour  Wish I was back in bed   We re back in Maine now  Can t believe we left MA and it was 80 and sunny and 2 hours l8tr its 60 and pouring   I m at dinner  Was gonna see Star Trek on IMAX but it apparently is only showing Friday and Satuday   Oh well  I might see it normal size I m going to bed now  Gotta be up in 5 hours   @JahLoveAngel It s more that I hate my life because there s no new LKH book out  JK,14
14174,AndrewLolner,I have the worst dreams when I m ill    I got bombed  crushed and laughed at  all in my own bed ,14
14274,Andrew__1987,wishin a was stil in bed such a rubish day outside ,14
14302,Andreww_xD,school tomorrow  got to pack my bag  @ wants to go on holiday  Watching 90210 on e4  Havent watched it in ages  revising oh the fun  going to bed now to watch ghost ,14
14329,Andromedahaven,Sry world i m going to bed today is just not working for me  lt 3 goodnight  Oh my BF called me to see if i was feeling better  How sweet ,14
14330,Andromedii,I m going to bed and sleeping in tomorrow morning in hopes that one day soon I won t have to chug aspirin  ,14
14354,AndyAllure,out of cigs AKA time for bed   i had no clue SEO would be so much drama and i feel hella bad for my friends who got caught in the middle ,14
14359,AndyAnds,Grand Chase   killed the boss like 25 times  only got 3 of the 4 quest items I need    Going to check out GhostX then go to bed ,14
14517,Andyraya70,is laying down for bed and wishing she could relive this weekend  ,14
14674,AngelDani21,I m watching TV  because i m ill and have to stay in bed ,14
14713,AngelLilyBows,Can t believe it s passed midnight   time for bed   Busy week ahead  Nite Tweeps  ,14
14742,AngelSandy78,After 5 nites away from home arrived in my bed  Tryin 2 play the sims 3 4 my iPhone  But after 2 steps it brokes up  ,14
14927,AngeleahS,i have the swine flu  or something like it im goin to bed,14
14964,AngelicaBustos,Zach is awesome  Sitting in bed reading eclipse   ,14
15048,Angellb27,Sitting in the hair salon with my sister after not getting home till after 2am  I want to cuddle in my bed ,14
15146,Angheat,is still trying to get used to this whole twitter thing     sorry if you got the whole  quot You are stupid quot   that was directed @ Brian  @cloudywolf97 you will have to let me know how Wolverine is     it looks really good   is finishing up studying and thinking about going to bed  @bwadykstra is coming to visit me in two weeks  SO EXCITED   Reading before bed  Its so nice to have the air conditioning on  Can t wait for this weekend  ,14
15168,AngieB5,Is it really Sunday night again   That means tomorrow is the most dreaded day of the week      To bed I said     I hate Monday mornings and that s what I m facing in a few hours  Loves listening to the sound of rain on the roof as I m falling asleep      ,14
15346,Anhowell,So tired     goin 2 bed early     wake up early in the morning ,14
15362,AniaWincencik,Now going to sleep  Goodnight y all  feeling good enough to get out of bed tomm  finally   ,14
15363,Ania_B,at work  although I think I should be at home  in bed  instead     @langfordperry Tell me about it    About to change the channel as well     Wha  happened  Catching up on @thehour podcasts     mood   chill   ,14
15499,AnitaFajita262,@jimmyfallon Saw you on SNL with your diploma  Congrats  You must be overjoyed    Now I am finally going to bed  NITE,14
15679,Anna1531,Laying in my bed and wishing his battery wasn t dead    ,14
15755,AnnaElizabethC,Oh no noo major headache  So my going to bed at 8 30 plan didn t really work because now I am awake and won t be able to sleep for ages  penis  I ve had 3 hours hm ,14
15901,Anna_Blythe,is at work wishing she was home in bed   ,14
16001,Annalese,Watched a movie    feeling sleepy but know that when i actually get up from the lounge and move to bed I ll be wide awake ,14
16035,Annbrookstone,Its 11 30  I m at a bar in Detroit Lakes  and I just wanna go to bed ,14
16344,Annieinme,BED  After another day of worry ,14
16438,AnnyaS,3 am bed time 6 am running call ,14
16459,AnonymousAnne,all i wanted to do was go to bed and read  i stayed up and watched a horrid movie and had smart food with my sisterwiththeperfectbody   ,14
16521,Anskylove,Oh its time for bed  ,14
