,username,tweet,cluster
52,00tay,@xxmiichhh yesss  howw much  omgoshh i lovee you michelle   birthdaypresent   lol jkjk @xxmiichhh sure but i was thinkin justa rund the neigborhood  lol it dosntmatter though just gotta stay in shape ,1
190,0CdoubleU0,@LauraHogan2 love that lost its so sad tho  When did any1 have a clue what was goin on tho  lol is off to the beach again  Brill night last nite ,1
194,0HDANGWINNIE,@z0mgbrenda OOOH  what does your dress look like where d you get it how much moolah       LOL   just got back from alex s houuse     didn t get to play hotel626     aaahman  haha ohwells  going to church soonish yeaaauhh  G morning      Debating on what to dooo today  haha  Text me  oovoo ing with aileen ju  wanna join us   Gettting ready  With aileen  amp  anummers ,1
237,0hAdam,@Daddy12inch lol akwardness tho  hope it works out   maybe a little 3 way kiss hahaha you should ask lmao,1
302,0pinklove0,oh lord   lol     ummm what do i do now     lol    nothing    as usual  ok well  i m sleepy now lol but i know i can t even fall asleep till like 2 in the morning  ugh,1
311,0ssi,cant believe it  @Carambelle heyy katrina   affright you eh  lol u know that bruce willis was born in germany     ,1
359,100Today_com,@markdavidson very good LOL    ,1
471,112mirabela,@nickless I don t mind if you tweet in German  as long as you have someone there to understand you  @ausi1  sweetheart who feels like shit    @trmink HEY THOMAS      have a very good night  @Anraiki @LaChatNoir @raks1991 @adbert thank you all for follow friday recommendations    sweet you are  sorry people  i am working     hope you doing fine  @paulsteenblake hi paul  how are you  long time no see  @jeff finley ah  those little cultural differences      @lizziebphoto greed will take over if we allow it   to respect our work and do not do a dumping sale of what we do is a first step  @yokoono hey dearest yokoono  congratulations on Golden Lion for Lifetime Achievement  there is a new post waiting for you  welcome  http   bit ly 1YMo2 @lomodeedee and a good choice that is  @beet09 i have an internet connection intact today  so i can tweet  Therefore  I AM GREAT  lol,1
571,123zombie,yeah  its nifty I think I did it right lol  it costs monies though  ,1
614,12nve,@stefankusovski lol yes i was supposed 2 b at work at like 4pm  long story though    basically my car sux and so does every1 else    ,1
617,12stonesband,@Rt nuggets RE  @dorkmuffin Guess what I m eating  A happy chicken nuggets meal   I m so bad  LOl @rpstewart I did it yesterday and then mom and dad gave me a job mowing the lawn 5 dollars and hour ,1
634,1337LinuxDan,@AgnewsDei just heard the commercial   lol   great stuff  can t wait ,1
663,13cami,CHOCOLATE IS THE ANSWER WHO CARES WHAT THE QUESTION IS  LOL ,1
717,143Rach,Doesnt start till 11       No cameras allowed  @heartmyscissors you have to go  @charlene317 well no worries if u dont make it but it wud be lovely to see u if u can  Listening to Benjamin fart up a storm  Some in   some out  Lol ,1
763,168marky,@danm666 i know   had so much to do  Is awake     Don t want to work till 1am    @RobbieBarnes But where is 3 0       @ben betts 2 hours isn t so bad     its about 5 from me      @MARKWEY ha ha ha  that made laugh     well i will find out after dinner  poor tesco  lol,1
