,username,tweet,cluster
12,007simple,these days i don t feel like twittering   don t know why   ,44
54,01000101,@Joelsk  that s what everyone keeps saying  but I wouldn t know where to find it  don t have any tools  and my plumbing is ancient   @Joelsk  I don t think I can wait that long  too much wasted water  Will figure something out    thx anyway  But yeah  ZombieTUB fo sho desperately trying to find the full Andrew Denton Enough Rope interview with Richard E  Grant and it s the ONLY one I can t find   http   twitpic com 2y4g4   On the red carpet  Oh yeah   @Sweet Libertine @amber benson looked lovely tonight  I m sorry that I didn t get to her in time to stop and interview her  @snarkattack dude I had no idea how awesome your writing is  Thank you very much for sharing it with me  @IndywoodFILMS I m working on it   I m very interested in your approach in funding your project    @SpookyDan Heya Dan  just a heads up  to @ someone  you need to remove the space between @ and their name     ie @SpookyDan,44
65,0127,still dont know what to do with my cat when i move ,44
90,0309LOVE,Man  Aaliyah    I know  I get like this often   Still catch watch you without that heavy feeling in my heart when i see you or Lisa  I don t talk about it much tho   but I felt the need to tweet it   You know what i m trying to say in so many words   yeah   that s it  ,44
110,04jan1987,There is a street fair and I have to work      My battery died and I don t have extra  I m so worry about money at the moment  more than usual  ,44
173,09adri,watching Elvis on youtube   don t ask me why ,44
230,0danica,Can t wait for summer to begin I m such a mess these days  Big girls don t cry they just say whats bothering them and move on ,44
258,0kika0,Take that back    KOST is rockin Take My Breath away from Top Gun    That made everything better  Goodbye Boy see    It s been fun   Let s hope we all don t get too cranky on the drive today ,44
472,11394607,@seeders21 Haha don t make yourself too tired though  Haha  Classes are about to start  ,44
509,120cassie,@bigheartjune we are so bad  or mad   don t know which    is yours for yr bday cos if it is you really have to go ,44
765,16Heartbeats,ahh facebook is dead right now  @ValiPorterMusiq haha don t be zoo scary vali I m only saying sumthin that can be done ,44
772,16Stars,@Czarque   Thanks so much  @CarolRiddickRDU   All is great here thank you  just very busy as always  but I don t really know any different   @frelle  Ohhh I ve love a Chai too  ,44
880,19Alice95,Don t know what to do      @SeeTheSunInMe  Where do you live  I m just curious Nothing bad  ,44
1062,1PrincessSharon,Wait   I thought it was 9 50  Don t we have till 10    #sigjeans CONGRATS @couponprincess   I just KNEW a princess would win      #sigjeans,44
1078,1SexySophia,I don t feel good   ,44
1156,1bking,@Elumir What a beautiful place  I m sure the pics don t do it justice   sigh   When can Errol come out to play   ,44
1249,1love7even,It s Sat   My day off  And I don t know what I want to do   I m so board   Well me and My Ego are gonna hit the sheets      ALONE gt  gt  gt     lol,44
1283,1nOnlyRose,These poor babies probably have dirty diapers  I am so hatin these baby mommas right now  Going back to sleep    On the mysterious  probably pee pee  spot     I m bored    Don t want to stay home tonight  but don t want to spend money  blah @rudester84 oh yeah    I don t think it ll work  http   twitpic com 6arlc Rhodes and his Great Gpa Pio looking at the fishies  I m lounging around on the couch cuddling with my lil one  so sweet,44
1319,1prissyprincess,ugh  I don t have anything to eat ,44
1346,1sexybee,@msmaisha hey I m still home  don t know what happen but I hope she s ok,44
1351,1soulmtnbiker,Life is still upside down will this pain ever end    You don t know how much u miss someone till there not here ,44
1474,20th,in the afternoon  i hit my foot s finger on the wall  now  the nail is getting purple  i don t know what i need to do  but i m scared  ,44
1509,21percentevil,@babblingbrookie The  site cover   uhhh  i don t know how to call it  haha  is nice   Hoping to see more of it soon   ,44
1642,27thLeerz,Just Opened my Friendster and I have a lots of pending requests  I don t know who they are  ,44
1836,2khAAT,@vara411 their prices are good  its just verizon is great in my area  don t think i can wait 6 months though   cancellation Fees ,44
1944,2xM,I don t know how to work this  but I DO know that I m going to stalk the sh t out of all of you    Also I just ate a Wendy s #6  Hahahaha ,44
1947,2xlp,@naterkane usually i don t  because everything is in SVN or a backup drive  this is 2 weeks  since backup and 12 important files gone ,44
2067,3570nia,@5METERS  well  crap  You wanna come over this weekend  tho  I can pick you up  If you don t mind my piece of crap ride ,44
2181,3T_michaeljfans,I FEEL SO BAD I DON T KNOW WHAT I DID ,44
2288,3kelemart,Tired     I need to do something but I don t know what  I wish I had finnished my liguistic paper     I still have other stuffs to work on,44
2303,3lncr,I don t think people really should have a jobs and work  It s tiring  Especially after Bank Holiday weekend  ,44
2382,3style,@Balance510 not to my mail u don t boss  lol,44
2402,3xalady,@jhgrant you are brave  i don t think i cld have touched the bird   bird o phobia ,44
2538,4NDR3W_JUN9,This person behind cough like crazy on me  I hope I don t get the swine flu  Pray for me please  ,44
