,username,tweet,cluster
58,010792,waterboying  amp  taking care of first aid for TRL  Aqua playlist for my iPod ,17
60,010kds010,Grr why the heck am I up at 5 in the morning  I havent been sleeping good  Sittin at v  amp  Kelly house kinda bored v in shower  amp  Kellys outside on phone  babysitting blah but im makin money  ,17
132,06ltaylor,   We were all sardines wen chipmunk and ironik came in oh well they were the best         Hit it Tiiny Dancer Had nice BBQ up kev  amp  glynis s today with mum dad  tasha  martyn  amp  kids very sunny was luvin the food      ,17
139,073007,I loooove the new jordin sparks song   amp  i cant wait to hear who is in the finale ,17
223,0behindblueyes0,@Mrs Correia mornin hun  strange sleep   my dad had an accident comin home lnite but hes ok  amp then i had a dream about peeps from d past  ugggggggggggh i feel rotten again  amp not cos of raisins or toe eating im all achey cold n sniffly    get out your violins     ,17
266,0mellis9,back at work  loved the BB amp N one acts   lae was fantastic spring awakening ,17
319,0velvet0,@malena sama uy    espero que no fuera nada grave      amp hearts amp hearts amp hearts amp hearts amp hearts amp hearts amp hearts amp hearts amp hearts amp hearts ,17
377,101006,Last day in E  Lansing with the girls  amp  last class with Mr Ryder today  Can t wait to upload the modeling pics  I hate mornings when I have to get up for school     In my car taking care of a drunk Becca   #109 why I don t drink lol  ANDICANSTILLHEATHEMUSIC    @ItsYrFuneral get a surgar free vanilla soy latte for me  They don t have starbucks here    withdrawls  So I really want to go to the mall  but I don t think this will happen today  damnn I hate waitinggg It s 5 40am and I still cannot fall asleep     ughhh If I ever go tanning and dye my hair blonde    then you ll know I ve gone insane  soinlovewithlife    oh  amp  hot sauce  I just downed two monster  amp  rockstar enery shots    ew I feel so sick to my tummy  It tasted like vodka #102 reason not to drink alcohol  I m never drinking this much caffine again  ICAN TGETTOSLEEP    But I had so  much fun with Rizz  amp  Megz  bffs for lyfe ,17
378,101010hd,got a full time job  amp  after working for the company for 7 days  is now working for them only 2 days a week  Apparently  business is slow  ,17
411,1049TheWolf,Listen today to win a trip to the Coors Light Maxim Golf Experience  You have 2 chances between noon  amp  6pm  www thewolfrocks com,17
459,11028,internet is going as fast as a turtle  Doesnt wanna go to school tomorrow but has to    amp   getting annoyed at my phones internet    i love Good News Week     i go sleep now   Goodnight twitter sport now  Watching Rove  I remembered this week,17
519,1230jackie,it s raining  off to support fairly local new Farmers Market in Penge  se London  amp  to tell them about 1230 The Women s Company c u there ,17
531,123JOBLACK,@Beverley Knight  amp  @suziperry well done Wolves  bad luck Charlton   ,17
539,123abcBANANAZ,Just woke up   Need to HURRY and get ready for work  But my legs hurt  Sp bad  Ouch   @ThatxGirl  amp  by wut hun   I am mad that I keep dropping my   blackberry storm  It going to die soon   i AlreAdy miss him    amp  amp  i dont get to sEe or talk to him until sAturday  this is  gunnA be one   seriously LONG week  @selenagomez really  Huh   I wanna c 17again  Is it good      Ps   I love you like soso muchhhh  Eekk  ,17
562,123kelly456, amp  tomorrow going to the doctor  to be checked for the fluuuu  MTV movie awards soon ,17
677,13luckymel,Long  loong  loooong day at work  Partying in Brisvegas   What a joke  Ppl are sad    Wish I had gone to H  amp  H party at Shooters ,17
714,143Brandon,@twitchtheripper what you mean DM      amp  amp Ily  My Aunt Kris just got chemotherapy amp  amp lost alot of her hair so my Uncle Joe shaved her head amp  amp then shaved his for her So sweet  D      amp  amp Ily  Listening to @twitchtheripper  quot This is where lost go into the unknown  quot   The Unknown         amp  amp Ily  Watching The Messengers  Another movie Kristen Stewart did good in   D      amp  amp Ily  Brandon hasn t talked to me lately  I don t know  I have to talk to him        amp  amp Ily ,17
718,143Twilight,Good morning   The sun is shining the tank is clean  amp  2days da day we get    I watched  Finding  Nemo last nite     gt  gt Won For Tree Seben lt  lt ,17
725,14Data,4C  feels like 0C  inside  amp  out  and watching the gdn disapear under water ,17
858,1984Christina,was sad the Canucks lost    but meeting Sam  amp  RPattz  @ the show totally made up for it     ,17
895,19SummerBaby93,Going to watch harry potter  amp  The goblet of fire with RPattz before MTV movie awards   Had a good time watching a movie with my brother  I am feeling inspired  I might write something  ,17
931,1ANDONLYGLOIS,working  amp  not very happt about it ,17
946,1Blessed4life,@ddlovato the very end of the movie needs to change  Reminds me of Message in a bottle   East Coast almost wakeup time    for military  @mileycyrus you said you want to go to prom one day  come go with my daughter  amp  her friends next friday  in NJ ,17
983,1FashionChic,Are you a Bath  amp  Body or Victoria s Secret fan If so click here http   offto net 07dv2w   Very reasonable  Probably why I like it  ,17
995,1HappyMummy,Home from a  Thelma  amp  Louise  style weekend    legged it from a pants  yoga retreat  and had a city break instead    Fantastic   ,17
1037,1Meldiva,Long day had fun watching my little cousin  Oh also watching her sing  amp  dance with her Hannah Montana guitar she only 5yrs old so cute ,17
1069,1RatTerrier,Long day   I am getting bored and want to go home   I whined at Mom until she stopped everything  amp  sat with me   ,17
1147,1beautifulchild,@gyant i ll hv to catch a marathon  Ive missed most of season  Antonio Bennett attended Real Men Cook Atlanta w  his mentor David Price  amp  was MURDERED last night     Pls keep his fam in prayers  Thx ,17
1162,1busymum,One for the Mum s   HAPPY MOTHERS DAY   amp  a special mention 4 one of our newest members  @Holly Jane  Hope @DHughesy was good 4 u  amp  2 u ,17
1174,1curlysue0,@1badasschick BUT ALL FOR THE GOOD  Can t wait for Friday  amp  Saturday  Our von voyage farewell ,17
1180,1danieldaniel,#breakfast one egg  two slices of whole wheat bread  tomatoes  amp  lethes from the garden  amp  freash squeezed orange juise ,17
1197,1fan8u,@SpecialKradio oh NO   it IS broken    HAHA I bet you still look HOT  walking  on em lol @texaseducation HAHA that answered my question well  OK its official I quot M OLD  at least I feel likewise OLD  amp  TIREDD  amp  WASTED    Cher  amp  Peter Cetera     After All  I like what they did with this 1  pretty song    http   blip fm  60s1y @aduvall818 Yup muffin man  @ninadulce96 hey i was going to ask that   The groom    my cuzin  had sweaty palms when I got to the parish    but he looked so happy as well I wish them both the best   ahhh love,17
1271,1momof5,@jessicaAPISS My son  amp  I had a great time at Imagine That yesterday  Thanks   It was a perfect mommy son date  ,17
1316,1planet1people,@BlokesLib Good night from me  I have a long drive in the morning for my pups weekly chemo  Don t work too hard  @BlokesLib Alright  I suppose I d better head off to bed   5 30 gets here quickly   Enjoy the rest of your day    TTYS  Does anyone else live an area resistent to change   So  hard to get some people to join the  quot Green quot  movement   Very frustrating  @scottk75 And what makes you think we re easy   Ha ha  just kidding  @BlokesLib Wow    I was just thinking of the time difference between us  You ve already lived my tomorrow  @sageothyme What a great idea this is    wish I had a birthday soon  Hope it works out    @Pamela BNGP  Thank you for asking about Bodie  it means a lot  He is gaining strength again and finally starting to eat  Yeah  @BlokesLib Hey    Three more days  amp  my Tim Tams will be here  I ll get to see what you and Cate  amp  everyone are so addicted to  @BlokesLib Anyway  I don t have anything of much interest to say     so  I will wish you a good rest of your day   Stay warm  @BlokesLib Thanks   Chat after while ,17
1323,1q1b,Well there goes my hope of seeing a lebron kobe faceoff in the finals    Good riddance  amp  good nite  thanks to the lack of organization communication of a really cool organization i m grumpy  hope everyone else has a good hump day  have a meeting at 6 30   don t wanna go bc they ALWAYS start late  amp  ALWAYS end late  YEAH  just realized my bro bit the bullet  amp  joined twitter  he s not as interesting random as me  but GUESS he s worth following @qb360   @memphiscutie83 noooooo  i love twitter  you take you book of face  amp  leave this site  @StacyRivera yeees  bc they though kriss kross was cool    amp  i have to admit  those lil boys were pretty talented ,17
1340,1samadams,@jmancini77 how about capital funding is non existent for an #ecm project   @dirkstanley also  is there a strategic IT plan that maps to the bus strategic needs  that deliver value over time  No more waterfall  hcn09 customer council revolution may be lead by the progressives   Henry Ford  Mayo  Duke  amp      @ePatientDave  s of the world  #hcn09 customer council revolution may be lead by the progressives   Henry Ford  Mayo  Duke  amp      @ePatientDave  s of the world  @dirkstanley Amen  well said ,17
1341,1sb,Trying to detox 2day  No more tea or coffee for the day  Not feeling great about no tea  amp  cake  I LOVE CAKE ahhh      cake   water   ,17
1348,1sicilianbeauty,Well   I guess it s just not happenin tonight  DAMN   I jus realized that today is a NO CARB day in my diet      these days always make me very sad   @location415 FCUUUK               too bad I got stood up 2 nights in a row  man  I need some new friends   Man  I be gettin hella hungry  thn I go to heat up one of my pre prepped meals  amp  all the excitment of eating goes right away  sooo bland   The sauna is such an afrodisiac tho Hot glistening bodies steamy rm dark quiet If only it wasn t hella fat hairy old men up in thr w me   Officially survived my very 1st day of Twitter  amp  amp  I must say tht I m hooked  So happy I joined the TWORLD   @Candyland3  quot summersoul quot    summer kickoff badu concert afterparty @ butterfly pier 33 on sat    chk ur fcbk invites     haha  jk  eyebrows lookin BADD    nail time ,17
1354,1stLadyDereka,@1stLadyAye Text Me Ya New Num Cousin    Niggas  amp  B tches Are Too Foolish    OH I M A REGULAR NOW ON TOP OF THE BAR   ,17
1366,1stladyr,Curled up in bed I m off today  very lonely  amp  sad   its cold   wtf is it raining  My hair is gonna be ruined  Working its what I do best   Still very exhausted   I need a vacation  At work    Not working  very sick ,17
1386,1tweetrose,Yea  Another surf this morning  Pretty fun  but my chin got hit by the board  amp  now I have a marble sized bump ,17
1457,20SBFeed,Lia Antalogianis added a discussion  Lia Antalogianis added a discussionBrand New I m brand new here   I amp    http   bit ly 8CyNW,17
1480,210harris,A bus full of kids showed up at my Starbucks  just before me    can my birthday get any better      amp @    amp    UISD     ,17
