,username,tweet,cluster
1,000matthewkelly,Just had a facebook Friend purge    Where did some of these people come from    now below the 300 friends mark again    ,36
10,007peter,Panera Bread s internet access is LAME   It block all the twitter TINY URL as PORN   Talk about over protecting @NaniWaialeale No  not Keith Olbermann  he annoy me   Anyhow  I m hitting the hey  We will continue our tweat tmrw   Sweet Dream  Twitter is overcapacity again   They need to buy more servers @KChenoweth Just a shout out  I love Olive  I really miss Pushing Daisy  I m very happy to hear U will be on Glee   Go Olive  Go Kristen trying to update my profile photo  amp  background image  but is not going well   Twitter is having another tech heart attack  @ElizabethJoan same here #fucking Horny Kitty has 5 on me  @ElizabethJoan omFuckingG   Horny Kitty just bot me with another 4   I have totoal of 7 10 horny kitty now  @NaniWaialeale how am I going 2 live w  limited Nani tweet   boo  @natasharamsey Luv the book read it 15yrs ago  Should go back 2 reading  again  my short attention span got the better of me  @dnajd same here  DM goes 2my cellphone  amp  cost me    @tamaraschilling @josephranseth I met to write that too bad I don t have FACEBOOK  my bad  @j claflin too bad CW didn t give #Reaper an ending it so rightfully deserve  @NaniWaialeale     Get Well Card      I miss all your tweet  Beloved Hawaiian newscaster is still sick w cold  @katrinabikini Tell your mom that she raise U right  Its about time that we raise children 2be proud of their body instead of SHAME  @chasesterling sleep tight  I just got here to twitter and you re sleeping on me    Trying to Singup to Youtube  but 007peter is already taken by someone else  Finally sing up to Youtube under peteryang007 I was really hoping for 007peter  but somone stole that name away from me  Damn Youtube is taking forever to process the video  Hate waiting  I may have to photobucket the video if youtube fail  frustrated @NaniWaialeale No  not Keith Olbermann  he annoy me   Anyhow  I m hitting the hey  We will continue our tweat tmrw   Sweet Dream  @chyrls so far I m liking what I quot m reading  Leos love praise and flattery  their egos demand respect and adoration,36
30,00ceilidh,a mosquito just got me  My first bite of the year   it already itches ,36
55,01000111,My Australian brother just forgot we drive cars on the RIGHT side of the road in America  ,36
59,010fixedgear,@tjeu81 Hey man  Ja  jammer dat je er niet bij was    quality time with the girl is ook waard   I can tell  @Nalden haha  same here  Just got back from berlin  over 200 mails are waiting to be replied    I need a hot assistent ,36
71,01averageguy10,i got to study for my finals for 6 classes  then summer ,36
103,040407,just had a lush bath  @spencerpratt spencer  you are a legend  ,36
125,061695,@abigailesevich omg  I ve just read JonBen   t s case  My God  poor angel  I m so sad  one week ago I was in heaven ,36
142,07MAK,just got finished chattin with my boo  i love hearin his voice at the end of my night ,36
175,09inchan,I just watched the video blog of David A    I hope they had a great time here in the Philippines with David Cook   I watched Camp Rock yesterday night at Studio 23  it was great    @piaguanio We already had our lunch while watching Pinoy Henyo    Kawawa naman si Ruby   LOL   Writing some blogs on my Blogger   btw  200th update   nice  Just finished typing the Financial Report s of our church    Achie has a reunion on Wednesday  I hope my mom would allow me to come   ,36
186,0AJ0,Just used some hair removel cream and it work so well i m afraid that when i wake up i wont have any legs    Exams start tomorrow    just got home from a dance party that didn t happen    mum and Bianca go to borneo tomorrow Hate doing this stupid PDH assignment ,36
187,0BS0L33T,@PDX Grenade The link 404 d   I just mowed the grass ,36
200,0MFG,tupperware extravaganza at target  miso hawt  but yippee i got threaded  Just re tanlined my basketball sock tanline  Ftl  best movie evaaa  too cute  russel reminds me so much of josh  r i p  bigboy i love you,36
251,0hyes,just watched  quantum of solace   Thought it was a bit rubbish ,36
252,0hyoshimi,Scary dream  @erickaholic it was alright im just sad i cant have nachos yaknow  Yowwww my teef  @lofi highlife my bad  I just feel like unleashing the megabitch  pretty soon    Haha thanks  lt 33 but i already have tons o jamba juice  @erickaholic,36
320,0verdramatic,just 2 more hours ,36
353,1001B,just got home  eating a soup xD yeeeaaa i like chineese food ,36
381,10129569,Just made the biggest mistake of my life  @mikeyplantz TWILIGHT  New Moon out in december  cant wait 8   x,36
384,1017Artistmngmt,Woke up @ 6 to make a 9 o clock meeting in Long Beach  got canceled but   I m here   Funny ,36
420,1077TheEnd,Get your Metric Endsession passes  3 40 pm  Just another Metric Monday ,36
427,10MoreMinutes,Long day  6 hour ride home  then got serious stomach pain  amp  went to the ER  Home now  without pain  but not b4 I puked my guts out   This is such a lazy day   Revenge of the McDonald s  I kind of feel like I m dying right now   Just bought tickets to the 7SF Vega Under Fire show in Atlanta on June 6th  I m very excited   Score  Magic in the NBA finals     Just got back from the 7SF concert  It was amazing   I m totally going to see them again in Jacksonville at the end of June  ,36
428,10Nicole10,ugh so annoyed wit the rents     just waking up    about to go on craigslist ,36
446,10minutesAgo,I got into a fight with the pavement  I think it won  poor little knee,36
456,10thToTheFraser,@KenHardie Nevermind  just found the link  Forum s at the Fairmont downtown ,36
466,111riot,I m craving something  but nothing I eat seems to be just right  Man  I m glad this is currently my only problem ,36
561,123katie123,hi just woke up  Doing my essay    1045 words done  1955 to go  long night ahead of me  can t wait for my  finished my essay   twitter  can t wait for my  finished my essay   tweet  @Jenoki No more chris            No More period girl ,36
565,123lottie,handyman just cancelled on me ,36
594,12amy12,just on  my laptop ,36
604,12gaBrowningGal,@NYBowhunter Blind  Definitely   They aren t the smartest birds  but those SOB s can see   And they run pretty fast too   @Hawkbow Yeah  especially since I asked and did not receive for Valentine s Day  Apparently 2 new guns a year is my quota   @rickblanton Not married any more  Silly man  That was done long ago  you do read my tweets  Barely escaped w out paying him alimony   @annavogler I m w  you on that sister  Looks like more work and more prep for an audit   @CampWildGirls I m killing me too   I m hungry now  Pie  Outdoors2 crayfish and Andouillie  Dang  @Greg888 Got the Gulp ready  That works better than live bait  I am just about convinced of that  I seriously need to practice knot work   @JanaBanana5 How do I get the pictures off   I can t delete them from my phone   I do NOT want any one to think I follow this crap  @hookandhunttv My skeet game bites  I am not joking   I will have to get that DVD  as the Sporting Clays one is fantastic  @traveleverywher That s a good choice  Think I l have what you re having   @CampWildGirls Thanks   Will pee sure to check that one out   @surfandsheds No  Never heard of it I was given Permarin and told happy trails Till they thought I had breast cancer   Now I am in hell  @PheasantPhun Good afternoon dahlin    That person has got a busload of bad Karma en route  Trust me  You have yourself a Jim Dandy day  @Nomz Ooh dang  And I got a birthday coming up too  Banana Split Blizzard  Yummy   @tyschneider  Thank You  Our Country is still great  We all need a reminder  once in a while   @outpost54 That s just because she trying to figure out whether or not to call 911 or to save the money and drive you to the ER herself    @kit cat1974 I am really not skilled enough to shoot trap  But skeet  and sporting clays  yes  Happy Birthday  Next weekend is mine   @TheDeerTree OMG  That would be craziness  One more way for me to drive Sig Other one step beyond   He thinks the Turkey Calls are bad  @tom reutebuch Aggh  Not without me  Have fun  Viva Las Vegas Baby   I love it  @lynlasneski Let go  and your mind will follow  There is so much that we worry about that we cannot control   @LarryFrieders Thanks for this recipe Larry  Muy Bueno   @bettycrockett Big Daddy could take sweet Betty out   @kit cat1974 It s what s for dinner   @Greg888 Birthday is coming up  Prime Rib  Yummy  ,36
615,12scurrie,Just got soked  Make that 3 ,36
619,12strikes,@PHXAZHomeLoans nope  just decided that the summer season was informal enough to do it   It is a handicap league after all  ,36
642,139400,Just been to Gary s Grave with Hannah  And we saw his brother  It was so sad  you ll be missed x,36
644,13MUSIC,@AlyciaNichole THANX   check out our demo  not the real album yet   myspace com 13musiconline    ps  just voted 4 u   ,36
652,13Reaper13,I had an awesome weekend  I finally saw X Men Origins and hung out with my friends  But I just found out one of the might leave tomorrow ,36
654,13Tayla96,i just got home from a volleyball game   we lost  omg i am so sad i just got a lot of un followers  can people help me get more please please please   trying to write a new song but no success yet  @Awesome Tie ok ill try that thx ,36
