,username,tweet,cluster
29,00cat,@DeclanCopyright  no even im a wollybean,38
108,04Marketing,@SteveWeber Hi   Im sure I ll think of something   writing for one of my sites ATM   may seek inspiration ,38
156,08hjohnso,doin assiments that were due on monday  im in soooooooooooo much trouble of corse i always am ,38
168,09Lostboy,lazy sunday off  only day i get off a week   pity im bored already  sum1 follow me   im fed up of bein stuck on 42followers  25mins then gotta get ready4 dumb worrk   shud b illegal 2 work a borin sunday nyte  @ClaudiaWinkle when r ubk on tv  lol x ohh 5 more til i get to 100 ,38
172,09TamTam,wanted to eat brunch with my pops but the company @ my house is still sleep iM So disappointed that im not doin my summerworkout plan  im home alone  amp  all the workouts  no time 2 chill  and no time 2 have fun is taking a toll on me I think its called growin up     prom was cool  i love my friends  graduation countdown  5 days Mannnnn tonight was shitty literallllyyyyy ,38
203,0REObby,@kflosworld yesss thats exactly what im thinkin aunt but i cant find nooo pic  @RihBread pheww ok   i almost had a panic attack  how long ru gonna stay @ mt sac  i dnt wnna stay 2 yrssss ugh my hubbys cooking 4 meee  @SheHELLAbadd im gooood   im exciteddd  for prom saturday  @SheHELLAbadd haha  ur really nice    im glad were chattin had a fabulous workout today  gotta get that body right for the summer    haha,38
289,0o0o0o0o,office tomorrow  flown all the way to sydney from Melbourne    quite nervous    hope we all retain our jobs tomorrow  im sure will be fine,38
312,0starscream,can t wait to hang out with david and ricky   but im sad that david s leaving  going to ashlee s house to spend the night and i feel bad that i ve been ignorin both of em so im makin it up 2 em ,38
313,0summerbreeze0,@mykey2027 actually dont go anymore cuz im a little sick today  ill hit u up some time this week when im better My eyes just started to become blurry  Not good  @PiaCzarina hmm i dont have any in the bay soon  but keep looking at my event calander on myspace   I update that often  @kkelllllyy awwwwwww   Nooooooo    That divorce must a headache   8 kids   Mann  I feel bad for the kids tho  @mspaderyang ohh sac is 2 hours away from me  if youre in sf let me know  @melmyfinger ill check that out  Anybody want to chat it up  Hit me up on aim at A MEAL PLZ   Ill be happy to talk to u  @ raesteeez i am on aim  @asheeezy @asheeezy ohh cool  Hopefully i get to perform there someday  i have cousins there  But havent been there for hella long  Just got home from glp s show and im reloaded with new shipment from Rad clothing  Yess   That means  more short film vids    @kaeeeep yeahh man it was great seeing u  Hope to see u at vallejo man   @Pandora Sings got one already  @raydiorable that actually may be a great idea ,38
370,100percentme,@iscreamforlove im having another bad day  @lalameow are you ok  ,38
396,1022stephanie,ears size 00 hurt  watching chaos theory    wonderful movie love it  freakin oprah  making me stay up late now im only going to get 4 hours of sleep  forget mothers day lol im blind  i cant see the tv from my bed  and my man is mad at me  i dont wike it ,38
506,11wdnick,@SkinnyInTheCity shit im outta town too  was posed to come daown the night  but im in a recession right now  so    ,38
508,1200Dreams,@DJMoReX Yeah  Im just jealous really  @xxlea parties more on Mondays then I do all weekend  ,38
691,13th_saint,@fkgurl how i wished it was boston on the east  haha I still can t move on for the C s loss  not feeling well  im sick    im currently at the office    wish i could take a rest ,38
813,182appleshampoo,omg its hot  im melting  i thought i could handle it but i guess im just not a sun person  http   twitpic com 6jahp   about to start a room tidy    this could take a while  may have just done something i will regret  we will find out on thursday  @Stephano x haha  we shal feel the pain together  im genuinely scared to go  she better take off like 0 005mm  what are u guna get done   i dont think i can go a whole week without sudocrem  but theres really no room in my case for it  my wee yellow tv is slowly dying  my tv smells like its either about to go on fire or explode ,38
822,18_Myra_32,im about to cry   oh ok i get it   im gonna take the color thing that you put on i want to see if i get nicks favorite color            on both  and ahhhhhhhhhhhhhhhhhhhhh hey lizzy                         i like nobody now   good job myra COME ON WHEN I FEEL LIKE IT ,38
854,19800706,workin   im so bord ,38
862,1989mek,nothing feels right when im not with you  shower  gettin ready at Ashleys then wedding reception  i love when i get the chance to get dressed up ,38
866,1990_leo_lion,IT IS 2 40 IN THE MORNING AND I AM HUNGRY AS HELL  THERES NUTHIN TO EAT  AND IM BOUT 2 DIE   ,38
900,19_Gaz_90,I guess i really should go back to writing and music  but im lacking inspiration  HELP PPL   does not want to go to work today  and im not even working with the fishe today  ,38
991,1Gregie,@nittienerdface darling  im old and i still get them too  they suck hard   today at the produce store l overheard people talking about how they were pulling dead horses out of the trees after the floods we had  my mates 40th birthday party tomorrow night is going to be a cracker   The pool house looks a treat   lf only l had a date to take  @angryaussie are you doing a 20 questions tonight or something    promise ill be good  hello  im 40 yo  so why am l still getting pimples for f cks sake       aggghhhh  ah well  they keep me looking youthfull ,38
1029,1MO4U2LUV,im so hungry    what should i eat    ,38
1039,1Miggs,@BrolicAlcoholic lmao yes i do  im on some lonely shit  its all good tomorrow is a new day,38
1049,1OSCAR5,WHATS UP  IM JUST HERE HEARING SPM AND BONE THUGS  CONTACT ME IF U WANNA CHAT  ,38
1133,1andOnlyScorpio,Am so happy that im finally dating the one man i want ,38
1135,1andonlyPL,This is how we do it    La ra ra ra ra ra   This is how we do it  Its friday night  and Im in the house on twitter  @H9CEO Hi Mr Harris its Me Phylicia lol Im following you now ,38
1211,1goal_in_mind,tweeking the last of my diet   im gona miss you suger  soda energy drink and any other thing that made me happy ,38
1296,1ntan,watching serie a last match  but im awesomely sleepy   ,38
1313,1pearl1,i just figured id look in on the twitter world to see whats interesting   Hi fellow tweeps  i hope y all are having a wonderful sunday  As  4 me im dyin 4one of those steaks from the steak comercial im starved ,38
1349,1smilingturtle,I was able to get the evening shift off    but now im sad    people can be so mean   Wow    I feel out of place at brookdale  Ghetto people only  not a single other race besides me  Barnes and noble has shut down   So     ,38
1460,20_Twenty,Im excited to be showing our product     See what it can do for you ,38
1462,20bmg08,@taylorswift13 i voted 50 times and it won t let me anymore  @britneyspears im so bummed i m gunna cry  I tried getting stool seats for boston and ended up getting nothing bc the good seats are gone ,38
1501,21alexp,awwwwwww im sad right now  and well hope everything gets better soooon     shit ,38
1521,220i_Ashley,bye bye destin     its been fun   im in shock right now    there are only 18 days left    this is so bittersweet   because you are sad     that we are all leaving you    booo hooo   @leahduvic thats because we are all leaving you  ,38
1529,22Danielle,Revising for exams   not fun   have no idea what im doing ,38
1674,2Cheetah,but im fat ,38
1677,2Cor1,So Im finally here in Xuzhou  Im very happy to finally be here because it was a long trip but I met some very nice people on the train ,38
1727,2Tanner5,@LaurenConrad it broke my heart to see you leave  seriously im going to miss you and im still going to be a awesome fan of yours   luv ya  @katyperry i like ur style    n ur music and ur exboyfriend   do get back togather wit him ,38
1762,2blu3,@GhostfaceKillah   id like to get there  will try   im broke tho  ,38
1780,2cute_2001,Im so mad I had 2 leave tha party early last night  O dnt even like wearing  my skinny jean no more cuz of yall bitch ass ni99as     @RareCandy I wanna go but my car not here     Damn if there is anytime I need my car    its now  Dammit  @ny baby 4rm LA aaawww bye NY    take care of ourself man  C u soon   Man I NEED a full time babysitter    I wanna party this weekend man  @telebabe03 uummm yea    ME  This raffic out here is stupid crzy    im 30mins late  I didn t even kno tha parade was gonna touch Vermont  Im mad  @davemorbley cnt find a babysitter  I hate running late    tht means no break  @ny baby 4rm LA its gonna b hella weird comin 2 tha house and u not there drunk beatin up everybody  Lmao  Good Times  Omg im havin so much fun    I luv my gyrls  ,38
1822,2huu,@MissShimry well  its not good at all  i have a blody exam after 2 hours and i just woke up    is tha very hungry x2   times more 2hu times  aaaaaaaaaahhhhhhhhhhhhhhhhhhchus  i need to get bak to my bed  godDammit Ly  aharrrrrggghh   freaking headache  very Hungry  @aharen hehehhe  dude im in singapore  since last nov  doing my bizz modules wich i didnt do bak in KL  wassup  @iujaz me not in male dude  im in Singapore  wil hed bak to male soon like in couple of Months  Driving a car with 3 drunk friends  Note  I m driving so I m not drunk ,38
1867,2naiikOO,getting kicked off the comp by the girl who always liks my food   im out,38
1885,2peasinaluvpod,walk was great  and yes Brian the worms were still there and just as pretty  Im getting there Bri I promise  ,38
1932,2uwii,@Peeps3030 stupid internet acting retarded  Wiipals aint responding  so im gonna go to sleep    im out of school  fuck yes  im getting closer to debt  paying rent  bills  taxes  and all that crap   now i wish i was still in high scool,38
1978,30STMluva,@lethargy  i kno   i jus block one 2  http   twitpic com 6gzlv   im sorry that its too small  but its still hot     @SweetandDark nooo   bye hun  #echelon day #echelon day  MARS IS COMING    @valhallaLT true that my fellow echelon  we all need sleep #marsiscoming  #marsiscoming #marsiscoming #marsiscoming @lll1109lll hey   yea i kno  dammit xD #marsiscoming #marsiscoming #marsiscoming #marsiscoming @sachis30stm i just copied and pasted it    you can copy and paste mine       #MARSISCOMING @sachis30stm anytime       #MARSISCOMING @nerak35 yup yup  im glad that im apart of this      #MARSISCOMING @CoolSex i voted already  @CoolSex I voted twice   now im waitin another 20 mins    is watching the MTV Movie Awards   @KatieH7 i saw that interview hehehe  i loved Shannons hat lol @30SECONDSTOMARS can we listen too     @pato 30stm dont worry your school year will pass by fast  some of my spanish friends are takin spanish classes lol my english is bad 2 XD @pato 30stm oww thats not nice    i like the spanish culture  i bet its beautiful where you live WHOOP WHOOP im almost to my 900th tweet  @COOL SEX yea      whoa thats alot of votin lol i may do that too since i have nothing to do all day   @sachis30stm im doin great  how was school   @MariaJEchelon cooool  im gonna add you   @ch8en2 yupp  im adding friends now  @MariaJEchelon anytime   im adding more friends on myspace  lol wat about you   @ch8en2 thanx     im checkin it now       im watching use somebody  i love that song    kings of leon are freakin awesome  @MariaJEchelon     30 Seconds to Mars  The Fantasy    the band we love  http   bit ly DgHDp  ENJOY   @MariaJEchelon no prob  im glad youre enjoyin it  @michelleodessa ok thanx   i hate when it loads slowly  xD @MariaJEchelon oh ok  no prob   @tevroliana OHH YEAH     @MariaJEchelon Ok bye bye   @PollyEchelon good luck  bye bye  @luluchandie85 Yea  i would like to go someday  @jaredleto thinkin about you guys new album and life  @pato 30stm yea i kno  me 2  im in LOVE with twitter xD all my friends think twitter suxx lol its fun to talk to new people and stuff  @MariaJEchelon thats good  im well too  thanx  so what are you up to  @MariaJEchelon hello there   im on here and myspace  what are you up to      @MariaJEchelon i saw it  i love it  no prob      @pato 30stm lol xD verrry different  lol i just noticed that i was your friend on youtube  lol  @sweetinfection good night and sweet dreamz   http   twitpic com 6rfhc   ooohh    what if i fell to the floor  couldnt take this anymore   this might become a lyrics session lol  @pato 30stm yaay   im doing great  how are you    D @childfrommars ok good  @SweetandDark heey hun  how are you   @SweetandDark thats good  im just listenin to 30stm and bein happy for #Echelon Day  u     @xElenixMartianx lol they all should kno about them  @xElenixMartianx im 15  ur 14 in a half rite   xD @SonnykissJay good mornin   hehehe not yet  lol im glad my school is out ,38
2075,360_Revolution,@shanedawson im thankful for your videos ,38
2102,3Anita,Ahhhhhhhhh were is everyone today im stuck home  Cinco de mayo    im missing the partys in Detroit MI ,38
2110,3ChicksOnLit,@JamiseLDames Im listening to our song by @epiphanygirl  lawd i so have to get you back  im thinking of him  WHY @Kwan141 Ok trackball is all the way out the phone and spokes broken ,38
2136,3Hoof,@twicuz34  Hey i think that you 2 ar awsome   im totally addicted to new moon wednesday   your youtube page   Just thaught id tweet you ,38
2175,3RetroXCUPCAKE,Waaaaaaah  Uck Im happy diversity are brilliant  But Susan Boyle needed it Poor wee darling ,38
2312,3milymae,Two hours till im off work  Ugh one piercing all day im bored ,38
2325,3nicola,Only an hour until I have to go to college  wouldnt mind but we wont even be doing much    theres nothing to do im so bored  its really nice out today  cold inside though  need to do someting sore shoulder because im really cold  wouldnt mind but its warm today think i will have to get some heat on my shoulder coz its cold and sore  18 days until  minor play dublin then metro station 4 5 days later going to be great  though no cameras allowed when seeing metro station  aww no cant watch tv to see solaris  got my ticket for the Metro Station  cant wait to see them New @savingaimee vid this weekend goin to be great  @TraceCyrus first concert in japan tomorrow  ahve a great time  Cant wiat to see you when your over in ireland  lt 3 @AmmoxXx lol you will be fine sure the first exam is english  amp  thats easy ,38
2404,3xgay,This prop 8 thing has so much people in a bad mood  come on everyone will will win the next one   cheer up       http   tr im nAhW This prop 8 thing has so much people in a bad mood  come on everyone will will win the next one   cheer up       http   tr im nAqK miss ca   gt  gt  @Brina07 yes but i miss california  lol tell your family thanks for everything      http   tr im nGbL,38
2405,3xoTara,im still melting and im in the house in the shade  its not fair  Shaheen was not bad actually  feels weird not twittering Chris and Taylor during BGT  i guess judging by the bebo  he doesn t want much else to do with me anymore  no idea why though ,38
2471,456Movement,@MelissaIBrown and im not invited  lol hope u have fun mama,38
2516,4FIVE,2 more hours  im so exhausted im so tired ,38
2599,4evaghetto,im so glad to have some followers i dont feel like such a loser  lol,38
2611,4ever_yash,goign 2 scholl baghhh         im tires woke up early   fell asleep sick ,38
2658,4lyse,so happy she has a dvr   since im wide awake  has so much to do before work   no way i m getting it all done ,38
2673,4ndr3y,im tired  back here  ,38
2681,4orBidden,Dont know about it but tryin something different  I know what didnt work in the past   im shocked   people are following me   ,38
2741,50bookchallenge,@bookwitter your welcome if you change your mind though let me know  @TheCharmQuark wow that doesnt sound good  i d lay off the terry pratchett a little  Im sure no one minds  i only did my 1st one 2day ,38
2785,54M4N53R,@deecosta I think im the only person reading it ,38
2786,54R4H5K33Z3,i just got done watching everyones newest youtube videos  and im wondering why all the big youtubers live in the east and not the west    i really wanna go to texas  amp  meet robby   hanging out with alexis  ryan hill  and beltran  ryans being mean to me   im trying to convince alexis to stay up with me and ryan    i dont think its working so well  ,38
2888,5malLfRY,so glad 2 knw that my ppl miss me so much bt im @ home looking @ the orangy sky thinking about rain  hmmm i guess i just wanna gt wet up ,38
2928,5waqqKid,ughh baseball game canceled    woke up early for no reasonn now im yawning ,38
2966,65roses,SLEEEEEPY   I want to crawl back into bed  So I was up at 5am thanks to Miracle    yes that s sarcasm  Hanging with my mom and then Lauren later  Miss my besty  Cassie  Meds are making me sick and Im running off of no sleep ,38
2990,68miT,alles doof im moment ,38
3011,6_natz_9,college is shit  wish i had stayed in bed now    O i cant even get ma ebooks    first bebo and now this  college truley is the workst     hopefully get this job an then im outta here    O i cant even get ma ebooks    first bebo and now this  college truley is the workst     hopefully get this job an then im outta here ,38
3018,6alexandra9,@myfabolouslife awe im coming from the UK to Miami but not til 6th June  @MRJDUB16 hey babe      just on my way to work  @RobKardashian http   twitpic com 6oszj   i am NOT HAPPY about this    im coming on sunday  @Neishon im back in the UK now its not nice here  ,38
3070,7013Studio,We had a fun raiser for Paws  No kill animal shelter  last night  due to the weather we raised  40 00   Im sure she is sad and so am I and Paws   Bye for now  going to the gym and to a movie  Maybe something light     UP     Looks cut  and uplifting  ,38
3074,7059441,im getting my braces tightened tomorrow  ,38
