,username,tweet,cluster
3,0010x0010,@JoannaGoff  Really   LOL    no not personally at all  Follow u back soon  ,28
64,0121philipjones,Oh realy i had a cat  he was ginger  well he was black but he died four myears ago  Susan Boyle was arogant and cocky anyone want to discus follow me ,28
91,030z030,erasing this account making new one   follow my friend ,28
140,07BNatalia,IshmaelShakur hello  i see u like to follow  quot latashas quot   that s cool   thanks 4 the follow and right back at cha ,28
197,0KissMix0,@dfizzy Hey could you maybe follow me please  @aplusk could you follow me please  ,28
338,100000follows,In this Twitter account my target is to get 100000 follows on this account so please follow me ,28
399,1027KIISFM,#FF Lets really help and old friend of KIIS   Valentine just sent us a tweet let s all follow him @Go4Valentine tell him hi ,28
514,121Marketing,@davymac  thanks for the follow ,28
593,12acting12,trying to find people to follow      gt   gt             lt   lt ,28
637,1337wine,I ll also have to fix that in iTunes when blip tv changes the URL since that s part of the RSS feed  so i maxed out on whom i can follow  currently at 2001  I need more followers so I can break that barrier  wow   computer still chewing on converting to QT movie  still another hour ,28
830,18moonlight,@iheartmissy Hi will you follow me on twitter  Im a big fan of MCR  and I don t really have any friends  please follow ,28
835,1902345,follow me  please    boredddd  ,28
1044,1NaturesVariety,@petprodexaminer thanks for the follow  I ll be happy to answer any questions that I can if you ever have any for NV ,28
1057,1Penguina46,@Juh76t   PLZ FOLLOW ME   ,28
1084,1Song,I need a hug  What a beautiful day  The sky is an amazing shade of blue  amp  the trees have brillant green buds  Gotta love spring     @aussie mateLC  thanks   and of course Im gonna follow you   Have a sparkling evening  lt 3,28
1241,1koukla,@AdamGoldston Kim said to follow you   follow me back please    thanks ,28
1301,1ofgodsanointed,Follow Friday @antfaz a great worshipper  but needs to know the Right of Way and Bike Lanes hehe ,28
1602,24z,@stoweboyd Stowe  eagerly awaiting your follow   Let s get in touch ,28
1979,30SecToMe,@officialSPChuck wow  chuck thx for the video link  its amazing  so cool to see these awesome songs played live by you again  THX   @CrazyForSP hey whats up  thx for the follow   ,28
2095,391bby,follow me bby  cus its lookin pretty low    at my friend hotel party  ,28
2118,3DWorldOfKaneva,its #FollowFriday  time to follow and get new followers #FF happy following everyone,28
