,username,tweet,cluster
104,040hosting,@JoeyShenouda Good morning to you too   while working on that  don t forget to enjoy the weather  Transfered  lot of customers to 040 Hosting this week  more people  switch   http   www 040hosting eu we do something right ,39
287,0o0Canan0o0,  m back from the drama club and now i   m going to go out because the weather ist wonderfull  ,39
479,1192tom,All my housemates are leaving  Missing the lovely weather  dam application forms  @trvsbrkr the link doesn t work ,39
481,11ChArLiE,I forgot my pretty shoes in vegas  Weather look nasty  Weather looks nasty ,39
849,1971vintage,Great just seen weather severe warning heavy thundery showers tonight not happy   ,39
1452,20Katie09, N  Horrible British Weather Todayy  Going In 2 Town Later Shopping Forr Shoes  amp  Stuff For PROM  x x Is Sitting Bored Rele Wana Go Out ,39
1930,2ucollection,even in JAX the weather is cold and wet     Where or where did the sun go ,39
2158,3MWindowFilm,The calls are real slow today  I think this bad weather has put everyone in a bad mood  ,39
2279,3hotrevolver,feeling pretty good right now  loving life  the weather is amazing  got even more burnt today  but it ll all be worth it  x,39
2556,4TheMorningShow,@69Pwned  We re airing the pic before weather around 6 12  ,39
2918,5timesmacphail,Back to work after my weekend at home   Wish i went to the beach when i was back  weather was stunning  Makes me homesick ,39
3052,6stringhero,@SteveMuchnick please refer to earlier tweets  it was great  and thanks @tiffanythurston I wave as you go by  have fun  I heard the weather was pretty brutal there  though ,39
3124,76Curls,I am packing for NC   Will not be missing the dreary Boston weather    will be missing my twins  ,39
3131,773311,too much bad weather in Sweden ,39
3151,79ee9el7lwa,bad weather either  hot and sunny day  44 c,39
3212,7rex,ahhhh Ed  i just read it       #RiP Ed McMahon @Lawlliet it was nice  i went out side     the weather is great   for our band  that consists of one lonely cow bell   good morning of work     completion of this project is soooo close   @chickthatbeads beautiful weather  ya 10pm at night     ,39
3329,87pennylane,such beautiful weather    why are u sick  baby    @ tanapolis heading towards Almere  M nd i cooking for tomorrows diner with my parents ,39
3698,AAdey89,loving the weather right now ,39
4176,AIMZATRON,I think of you and cant help but fondle my meat    Good day  cant see kit till monday though  Kooks tomorroooooooow  Guys in England bought fake viagra for 25p then sold it for    20  amazing what you learn from mock the week  Fucking knackered  weather is bootiful  On phone to Kit  Mate lets have a party  Weather is too good to pass up ,39
4412,ALEXISishere,good morning my little sunshines  the weather seems to hold high hopes  have a wonderful day  ,39
4560,AMBS05,@melodyejoy wish it was tanning weather here  jelous I want to wonder around Toronto tomorrow for mmvas but no one to go with ,39
4685,AMorningstar,enjoyed great weather and fantastic rollercoasters @ Cedar Point in Sandusky  Ohio this weekend  Minus Millenium Force  Down for repairs ,39
4687,AMoton09,is at work still i ont get off until 5  @xxxdestinyday im enjoying this rare good weather in cleveland  ,39
4932,AReneeJ,Mourning my digital camera and angry at the rowdy guy who knocked it out of my hand  Weather has finally cleared up at @tasteofclayton  Delightful food and great music  ,39
5139,ATasteofJoy,Pulled off a beautiful wedding Friday in lieu of not so happy weather   How to make the best of your special day @ http   ow ly amWM ,39
5142,ATenner4Thomas,The 1st w e in 5 that we haven t been able to get out on the bike  cos of the weather  TJ is missing it Im sure but my calves dont ,39
5267,AZMotorcycles,@arizonaheart Az is a great place  Any plans on visiting soon   Weather in Indiana today is a bit gloomy  ,39
5329,A_Hopkins,Feeling so blah down about my life today  I m blaming it on the weather   Loved the short run in the rain with my new nike shorts   Moving to Banff July 3rd   oh hell yes   sooo exciting ,39
5339,A_LITO,@ tanpinpuk  thank you for driving  hanno was great  gosh i think i gonna drive some where far  shitty weather in germany   3 days would be enough  ,39
5382,A_Riz,No mario   weather is too bad   but its gon be beautiful tomorrow for these 8 miles  hmmm   ,39
5644,Aarsbergen,counting my blessings  wondering why CA can t get it s sh t together  Closing parks  school programs  banning marriage  etc  etc     Great weather though ,39
5983,Abidabadubagail,Enjoying this beautiful weather outside   ,39
5986,AbieMorgan,What to do today   Lush weather  ,39
6302,Ackles_Fan,is seriously hating english weather  nothing beats snuggling up on the sofa watching beverly hill cops then footloose after ,39
6480,AdamJAshton,So much nice weather I m missing out on ,39
6589,Adam_Mason,firstly    suzan should ve won    secondly    i hate this bloody weather   sigh ,39
6677,Adde75,Great weather here in sweden today   the sun is here ,39
6685,Addict2music,normal sunday afternoon  relaxin with my sister  nice weather to freeze here  should be summer  but it is like early spring  ,39
6869,AdisaEkua,singing to my nephew who s a little under the weather and frustrated that he can t breathe thru his nose  ,39
7772,AilsaTemple,Awesome weather ,39
7777,Ailuv2sing,Its gnna be a rainy day   only 70 degrees   I hate WNY weather ,39
7810,AimeeBebx,The Man Juggling Fire Sticks On Britains Got Talent WOW  Woohooo The Weather Is Mint Think Im Gunna Go Out Sunbathe  N Revise   ,39
8027,AishaLovesJZ,watching DAHIL MAHAL NA MAHAL KITA while working hahhaha  I miss Rico Yan  had her tooth extracted   ouch    lovin the weather  cold Tuesday evening  @maxenemagalona lovin the weather  @dinortega hahhaha  Then let s make a bet   OMG hahahha  I am soooo blessed  Got another client  AWESOME rate wooohooo   ,39
8048,AislingLoulou,Cocktails after work is definitely the way to go  Today is a day to lounge   has Fursty Ferret in her hands  Loving the weather this morning  might go and find a field to take photo s in  Didn t kill anyone  WOO  Now to read  something with Vampires me thinks   @ThisisDavina Never  Odd socks are in fashion now ,39
8056,AislinnOT,Such tanning weather out there     ,39
8057,AislinnPibal,@MoscowVicky same here  grey and heavy rain in #carinthia  I miss the sun    #weather #austria,39
8167,Akaleez88,Does not know what to do today  the weather sucks,39
8743,Alena89,Workin on FC stuff   I really need a sun and fun  This weather is takin me all positive energy  Good afternoon   I should have been a Pocahontas today on children   s day  but coz of bad weather I will be Pocahontas next sunday ,39
