,username,tweet,cluster
14,00Ben,@brieze44 saw that too late  I already finished it  You may have next weeks steak ,26
128,06Linzi11,You know  it s pretty random  but right now I could really go a cream egg  Just found out I m working at 2  Gutted  Can t be bothered writing any more  Should probably go get ready for work  I hate Friday late shifts Aww Eminem Im disappointed  Id have thought you d be much more cool than that  Work soon  Not ready  Late again I suppose ,26
465,111adam,It s going to be a late night tonight  @ellisjm91 Apple are holding WWDC tomorrow  and the big rumor is the release of a new iPhone  maybe new contracts  ,26
579,1288spade,woke up wit a hangover had 2 be @ work was made late but I didn t 4get 2 say a prayer in da mornin even tho I 4got 2 say my mornin prayer ,26
646,13Melissa13,Woke up late today which means I got to work late which is bad because I already have to leave early to head back to CA which   less   ,26
936,1AnOnlyRockstar,unruly hair  Starbucks on my shirt  backed up traffic  running late    it s going to be a shotty day ,26
1221,1heart1bullet,  Gosh  I m fucking emo  I wrote on status on facebook 4 her  mum turned off Tom  amp  Jerry  which me and Ruby was enjoying  For The Hills   Grateful for the late call in    But it still means I have to get up in a bit   The more I think about her    Tyhe more UTTERLY depressed I feel   Hung over    And on my way to a shoot    Did I mention I m running late   And of course I forgot to take cash out so I m now walking to Manc in the pissing rain   The FUCKING worst morning ever  I m near the shoot but I can t find it   Can t believe this Shit  I ve spend 30 minutes for for a snickers ice cream    Seems like no one does then anymore   I can t believe our American friends go to bed when we get up  It s just weird  Damn world clock  Morning  everyone else   @evaangelinaxxx  What I wouldn t do with someone as sexual open as you    Not just 2 fuck    2 love    2 b my friend as well as lover  ,26
1505,21lara,The headache after the party     @dineth how did your paper go  waking up late on an exam day is really nerve wrecking because i d rather take my time and relax  ,26
1554,23MelWhoDak23,I wish people were up this late so I could talk to them  My mind is a mess in a million different driections  What a long day    Hoping next week will be better ,26
1581,24Clifton,chelsea or everton  who cares  it s so late down here in oz can i be bothered staying up  no good sport in my time  zone at the mo  tackled some nice single trail today   next week  north shore  ,26
1610,2574Design,Just got home  late project  not going to make it to the comedy show  Sucks,26
2079,365Daytonafan,Worked late nearly two hours to get home and have a headache not a good way to start the weekend  @nobbyd True very sad  @jamiewolfcale Look forward to seeing the blog on DR actually just writing one at the moment myself ,26
2120,3Dahlia,Who is interested in Team Fortress 2 Please watch the Meet The spy before its to late  Contact Nico For more info ,26
2162,3ND14P3,@ashAfied Yeahhh  moar memory  Oh  sorry I missed out on you at HONfest yesterday   But it looks like my staff got a short clip of ur perf @ladytray I m late  but WELCOME BACK TO THE EAST COAST   @shinrocka3bx Sorry so late           I was in DC yesterday for a commencement ceremony    @DCBlueShirts Oooh   Good luck  ,26
2223,3anni3,@giblahoj you   re right     i know     but i really like to be the late bird ,26
2528,4JPS,A new soda tax is being consider by the federal government    @Mr DAnthony  I have an accounting next semester      Its getting late     my typing skills are getting worse over my past three tweets        signing off in about 5 minutes,26
2561,4YourEyezOnly,@overquake Sounds like my life  Son is on the Xbox  daughter is already asleep for the night  The sound of fingers on the keyboard  @DonLorenzo20 better late than never  right ,26
3276,81884,just finished a youtube downloader in perl  http   bbby org share youtube   now babe s mad at me for being up late ,26
3362,89xoxolaura,nomatter how much i sleep am still tired  nomatter how much i sleep am still tired  either going to sleep early or late    ,26
3396,8bitdaily,OH MAN I M LATE SORRY GUYS  huff   huff  OKAY  Jeroen Tel   Alternative Fuel and IAYD   Redshift http   bit ly L0Rxp They re LATE songs  ,26
3672,AAFINUCANE,@HGoldup I will indeed be going into to work as I ve left it far to late to call in  Not functioning well at all  Could be I m broken ,26
4071,AFrangias,OMG This is not good  Traffic is so bad on I55 I m already late for Aimee s ceremony  I m sad that I ll miss it  On the road now 1 5 hrs ,26
4396,ALChristopher,@mikedriscoll yep drive it til the wheels fall off  @alowrey she didn t ask   i seriously doubt i wouldve said no  @LizzyW and @kyliedaisy i am so jealous  Hope y all have a blast  Running a few minutes late today but really enjoying this beautiful morning  Hey girls   i m running a few minutes late so start without me ,26
4518,ALliSOnCOttON,mneh  i shouldnt be up this late  kyle is gone  but things will get better as of    NOW ,26
4553,AMBER244,working    time is going by too slow    and today is my late night,26
4890,ARFoote,loves the late shift because i can sleep in    but I hate the late shift because I have to work    late ,26
5090,ATHF89,@argel319 You know  I wanna see UP also  Dude I lost my router signal is so low my PS3 can t connect to the PSN   WOW It s late ,26
5217,AWWMANAMANDA,@jenna47 thats to late  lol but i mite be able to visit,26
5558,AaronMeyers,going into work late today  have to stay til 5  that s almost a normal schedule  lame   Looks like we re sleeping on the floor again    Photo  http   bkite com 08dt2,26
5679,AbaGadol,Yup   late for work    But not nearly as late as the UN an international  quot human rights quot  organizations are in working to free #Gilad  ,26
5970,AbiWells, GO AWAY YOU LATE PRINTING MORONS  feel better now ,26
6484,AdamJackson1,@natalietran hey Nat  I m in melb but if I ever made a skypedate with u  the last thing I would do would be late  xx,26
6520,AdamMortimer,Up till late again probs    slept earlia ,26
6751,Adelas,@Lilafae Happy Mom Day Lil  Col says ditto  @mckmama I totally vote for leave it  i know i m a little late   I think the three rhyming syllables are better than two  ,26
6831,AdiTea,@imaginasian I was totally planning to but the guy who was bringing came so late and now i am tired and its tuesday here so ehh  @offsideshark     it made me so angry but omg so so so sad  are we ever going to have a good season ,26
6931,Adoresixtyfour,Head  Still  Huuuuurts  AND I get to work late tonight   @MegganMallone Waking up alone     Have a great time in Vegas ,26
7150,AdultCamJobs,If anyone is up late looking for work at home jobs   and are open minded  visit  http   www AdultCamJobs com,26
7503,AggravatedJD,@ HaNnah0116  Its a little too late now  My weekend afternoons and evenings are too busy ,26
7611,AhleeshaFbaby,Waited in line and then they shut the doors  came a little too late ,26
7827,AimeeMcComb,goodnight all   workin late tomorrow then movin the next four days   so blessed to have amazing people in my life   missin my sweets  is getting ready for work then off the next 4 days to move   I m missing my baby so much  is at work until late   hoping this weekends gonna be a good one   roommate is gone until tuesday ,26
7994,Airslv,Ugh  Good Morning  Today is our killer day  I don t get to spend time with my man till late tonight  ,26
8001,Airwolf84,@swu yeah  I was late waking up and about 30 min for work  ,26
8065,Aisururomance, computer is being very tempermental at the moment     sorry late  Chrome shelled regios episode 23 http   bit ly 2mBarg,26
8250,AkroGirl,@sliceonline its called humour  and why are you home so late   @sliceonline Yees  share the day with me  ,26
8307,AlMarieSpeaks,Got a late start  Im good now ,26
8320,AlTownUSA,lovin the late night roomie chats  so gonna miss her  ,26
8390,AlanDavid1,wish I could go to the Taste festival in London  back 3 weeks too late ,26
8512,AlayaDjamaludin,I m starving  ughh  however consuming food this late no good ,26
8646,Alecksphizer,running late this morning  busy weekend ahead ,26
8918,AlexGkarthFans,@alexgisforme3 ohh that sucks  but you know theyll let you inside even if ur late ,26
9167,AlexaBaratinha,working    life is not fair  Working late yesterday    forgot USB    can t work today     My point  it s not worth it to work hard  That s what I do    When I have 5 min free  http   sky1 sky com classic bones quotes,26
9311,AlexaxBrynn,Pulled an all nighter  roughhh   loved twilight  yes i was late on reading it  but it was amazing  now the movie time ,26
9396,Alexis_Mack,So having to face the outcome of my last tweet   late nights early monrnings  being a bad stuwart of my college opportunity   ,26
9417,Alexisxoxo,Om my way to work  I m so late    orther late night   ,26
9633,AliThatGirl,Staying up late to help a friend  ,26
9687,AliaTheArtSnob,@yukihoang we are getting into our LATE 20s ,26
9935,Aliciamckee,can not sleep  i hate this  is hungry but don t want to eat this late    ,26
10149,Alissakins,yay for waking up late  watching hp and the prisoner of azkaban haha  I love you twitter texts  lets be bestfranss ,26
10306,AllanJayGarcia,Editing pictures   even late at night ,26
10338,Allen1974,Itching to hop on the Mountain Bike   Getting yelled at for playing guitar this late ,26
10640,Alliterative,Late at night with an awake toddler  Nightmare might be to blame   #fb,26
10919,Alp0,I m gonna get up late tomorrow and it s 132am here  I gonna get tipsy by my lonesome  That s   that s just sad ,26
11472,AmalieLJ,is preparing a yummy late supper   spring roles ,26
11645,AmandaLagendijk,Going to the Beyonce concert today  I m LATE    ,26
11960,Amaretta901,@mz117 hi I miss u I wish u didn t have to work so late lets go to the Saucer when u get off whenever that is ,26
11962,Amaria1201,Listen to Beyonce s broken hearted girl  Lots i feel the same way  But  too late   Im about to go into highschool  and the last time i was kissed was last summer  God  that is so sad  ,26
12113,AmberFresh,@bunni suicide hello love of my life  i finally got a stupid twitter  HP @ IMax got pushed back two weeks  soo we have to see it regular  @madathena ugh i m gonna be at work during FFAF  i m always fashionably late ,26
12225,Amber_McKenna,Commencing the last of college with late night Taco Bell ,26
12521,AmiV2,@tova s you are at the techonomy 2009 twitter list   making connections and looking for like minded people  bloggers  web2 Oers        @GRAZEit  good presentation at Techonomy 09  sorry for the late note  ,26
12624,AmirVogel,@yaelww WOW your are breaking records of coming late to the office ,26
13647,Ancilla1177,couldnt sleep all night cause I wanted to be with him  woke up late  now us celluar tells me my phone is unrepairable  epic ,26
13661,AndOneCC,Late night jack in the box run  Mmmm  I can practically taste those fried tacos ,26
13852,Andrea376,the bot was good last night but the quiz didnt start to 11pm and advertised to start at 9  im too old to be out late ,26
13871,AndreaCOliver,back from the Virgin Islands  @sunnybrooke1207 Thanks for the concern  but I m great  we were just late and sat on the back row with all the children ,26
14002,Andreaeaton,@carlyritz Too late its back  still watching prison break series 3 but now going to throw some work into the mix  The wonders of multi tasking ,26
14029,AndreasSchepers,@BadAstronomer You re too late Herschel and Planck are already up  Search for #hplaunch on twitter ,26
14036,Andrecd,Going to sleep now   late again ,26
14057,Andreitaaa,woo  its late  haha  goodnight twitterverse  xoxo,26
14061,Andreo_AM,I m it s kind of late    ohhh my god i don t know how I m going to stand 2 more school days  ahhhhhh      my head is about to explode     ,26
14385,AndyCronin,Wanted 2 go 2 #smcmelb this morning 4 the 1st time  but slept in and running late     Guess I ll try again next week,26
14629,Angel0886,I tripped on the stairs and now my wrist hand hurts  Stayed up insanely late  ended up watching Chronicles of Narnia 2  My tummy s upset from staying up all night  New glasses and new hair  http   i28 photobucket com albums c241 silentdreamer0886 newglassesnewhair jpg,26
14709,AngelLaur164,@BreeezyJean ahhhhhhhh i am going to MISS YOUUUUUUUUU like no other   should be sleeping   but  ode to summer and staying up late ,26
15099,Angelsfan7,stayin up late once again  gotta love summer  ,26
15315,Angrygumball,@majornelson Fry s in Manhattan Beach 20 30 min drive as well  Run Run  but too late they prolly closed now at 11pm ,26
15828,AnnaMarr,@chadmacklin i saw you today  but I was too late  you left before I could say hello ,26
15907,Anna_HEY,Bill Johnson s Big Apple  Yum  Too bad it s too late for breakfast  ,26
