,username,tweet,cluster
148,0805_rm,school today    not long until summer holidays though ,9
174,09breanna,is tired but has had a fun weekend     tomorrow school ,9
184,09supernatural,@redmms are u in college or still in high school  well hopefully i do good in my gov final ughhhhh  how r u   c u later ,9
277,0nLii,hey felaaz    so tomorrow i will go to school    my holidays are over and I m so sad  here in germay all things are boring ,9
453,10thAlice,Which school schould I choose  1 or 2  This decision is soooo hard for me  QAny ideas  Help      I m goinn to school roght now  Gonna Miss Evrbd  lt  3 Come back home   4p m ,9
573,1253Sarah,i want vacation  terrible school ,9
583,12Dre,School Soccer Tournament Monday Afternoon      GO ROYALS     ,9
796,17rajan15,tomorrow is the 1st day of or last year in high school ahhmmppp     ,9
888,19Marce96,Here in my house with nothing to do Im suposed to be in school but im sick  I want to go to school I miss my girls ,9
894,19Summer91,watching  quot The curious case of Benjamin Button quot  now  I m so excited to see this movie    missed to watch it in cinema  i hate school  the time is just rushing by when you are sitting inside all day long  wrote physics to day  it sucked soo much  yeah just 5 test left  when does this school year finally end  how can a weekend be so stressing   just got home from our drama club meeting  i hate getting up early at the weekend  soo tired    got home at 3 o clock am and had to get up at 8 30  i hate mondays  30 days of school left till summer vacation  reading  quot Monsieur Ibrahim etz les fleurs du Coran quot  for school    i just understand half of it  that sucks @greeneash http   twitpic com 6rrtf   wow i wished i was so beautiful  you are soooo cute ,9
918,19jojo86,cant believe im awake early when josh doesnt have school 2day  xxx,9
996,1HappyStamper,just got home from high school music concert   it was awesome  my oldest sons last hight school performance   ,9
1231,1izz,studying for math exam  school sux ,9
1251,1lovelaura,Happy last Friday of high school  ,9
1273,1morpheus,@lizzie4berries also bored at school  its my third freelesson  freistunde   ,9
1286,1nceagain,noone has school except for us ,9
1659,29denise,Nag aayos ng Multiply site   Buti gumana na headshot ko   6 days before School  AAAAAAAAAH     @ Fixing Ate s Multiply Site   5 Days  till School  AAAAAAAH      amp   ,9
1688,2Faymus,I m at school teaching my students   ,9
1728,2TeeVang,Watching TV  really bored  but happy that i m off of school  but i got summer school  failed English ,9
1739,2alyssa8,URGH i just have this annoying news about school    they mixed up all the sections in our batch  ITS SO HARD TO TRY TO FIT IN AGAIN   ,9
1830,2jennyfer2,counting down days of school left  9 DAYS     cant wait for the laker game 2day         R U CHEERING 4 THE LAKERS ,9
1894,2punk4u,stupid homework          there are only 4 days left of school and I have HOMEWORK    ,9
1969,309233005,Blah  School should start later so kids can sleep in more ,9
2042,32_andrea,I don t want the school year to end  ,9
2171,3PurplePebbles,math homework and then off to school    that s a nice way to begin your day ,9
2285,3jb1av,12 more days of school  i cant wait to get yearbooks ,9
2306,3lynsi,omg just thought im officially a sixth year now    last year at school  ever  how sad  im cold  cant wait to get away to paris on tuesday  lt 3 morning all  ah the joys of not having to go to school  i  lt 3 study leave  last night was awesome  today should be good too  mood  pink ,9
2331,3ofH3arts,@ddlovato So you literally passed high school   Congrats Gurll,9
2419,40Ringz,Borrowing SSBB from a friend   Wow  I just realized that this is the last month of my school year  ,9
2475,45ACP,I can remember as a kid that doctors took a decade to pay off medical school loans now it s taking that long for a 4 year degree  ,9
3008,6Mar6Vin6TW,just ate a nice burger  feeling like i will explode soon    tomorrow no school ,9
3180,7bubbly7,just got back from school  soooo fun but i miss Travell  ,9
3191,7figurehelper,I can t believe the school year is over all ready  I M not ready for my child to be in 8th grade next year nor high school the year after ,9
3237,805badgirl,On my way to school    Yay ,9
3279,81dede,my baby girls is at summer school kcamp  and I m  sad cuz she growing up    ,9
3377,8MusicLover8,Can t wait for next week    only 2 Dayz of actual school out of 5   Toronto you better be ready for me ,9
3486,92smile,i need to know     really bad     school is almost over  @katherinetweets lol you re welcome  i really like them have you done any talent shows at school  ,9
3532,97Zoe,Been doing Homework ready for school 2mozz ,9
3615,A1an,the Cooking School photo s are out on line  Im the guy on the left further down the blog with a beard and no hair on my head ,9
3803,AC010,Arriving at school  So lame,9
4052,AFTatchell,Last school day before exams  ah  OMG  ,9
4133,AHMYSPACE,Yeah im still tired as hell  Why do we have school today ,9
4168,AILEENbeanbean,My left nostril is stuffy and my back hurts   I thought I was gonna be done school this week  Turns out my last final is next Monday  ,9
4205,AJCShow,Oh  Also  I want to give you guys an update on my video camera  So far  not so good  It s STILL broken  Ok goodnight everyone  Got an early morning tomorrow  About a week left of school   ,9
4356,AK_oo,Lol today was so funny   school should always be this funny ,9
4392,ALBitner,just got off work and so tired  Working at CVS tomorrow 10 to 6 then back to summer school  Effff my life this month  haha Is so ready for this weekend with Carly and friends in Chicago       Get me out of here    1 more week of physics ,9
4458,ALLYXIS,I am lazy today   preparing for school is calling  ,9
4460,ALLiS0N_KELLEY,Just got back to school  lame  I dont even need to be here  I wanna play with my blackberry  ,9
4474,ALY18TACOMA,Heyyyyy 4 more days of school left and we get our yearbooks today    i will not cry ,9
4481,ALYSSACOTE,Bed  school in the morning  Gym final tomorrow  jogging for 12 minutes    Sweet  Oh let s not forget the swimming and written part  ,9
4522,ALostBird,graduating in an hour  dude  on the school s internet ONE LAST TIME   ,9
4714,ANDYGARCIA619,im at home doing an english paper  GOOD MORNING ON MY WAY TO SCHOOL  ARRIVING AT SCHOOL LEARNING ABOUT SPAIN AND THE FRENCH ,9
4793,AO8,Time to goto school n talk to all da boston haters  ,9
4883,ARDixon,i want Mason Musso to wright back to me  Back to school for me   ,9
5231,AWintersTale,Is at school  ACT on Wrndsday   Is at school and has ACT on Wensday   @ChristyVegas hey girl hey  How re u  ,9
5237,AXEL2200,Wayyyy too early  woke up at 6am but went to bed at 3am  School     brings frowns  hey wait LAST FULL WEEK  Woot   Bring it on SUMMER ,9
5238,AXWEN,just reached home  gg t school tmrw  sad only  ,9
5322,A_Girls_World,School  ugghh  Well  somebody has to do it  ,9
5333,A_K_Lee,is getting out of school on the 24th ,9
5340,A_L_3_X,ogether to school  Im about to check out taylor lautner s blog too  ,9
